s.Endo Acer rubrum,s.Endo Carya ovata,s.Epi Acer rubrum,s.Epi Carya ovata,s.Lit Acer rubrum,s.Lit Carya ovata,s.Soil Acer rubrum,s.Soil Carya ovata,index,stat,p.value
OTU_661,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_768,0,0,0,0,1,0,0,0,5,0.418330013267038,0.890702372093023
OTU_1447,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_823,0,0,0,0,0,0,0,1,8,0.780818429184941,0.0825140186915888
OTU_895,1,0,0,0,0,0,0,0,1,0.389624471659138,0.887354736328125
OTU_1326,0,0,0,0,0,1,0,0,6,0.534522483824849,0.467963513513514
OTU_2061,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_962,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1050,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1620,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1878,0,0,0,0,0,0,1,0,7,0.559502884944188,0.411709666080844
OTU_1912,0,0,0,0,0,0,0,1,8,0.387298334620742,0.895020463320463
OTU_1415,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_792,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1450,0,0,1,0,0,0,0,0,3,0.471404520791032,0.616597566371681
OTU_1472,0,0,0,1,0,0,0,0,4,0.384900179459751,0.887354736328125
OTU_813,0,0,0,0,0,0,0,1,8,0.565685424949238,0.468716029411765
OTU_1007,0,0,0,0,0,0,0,1,8,0.596284793999944,0.32445368852459
OTU_1311,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_1015,0,0,0,0,0,0,0,1,8,0.707106781186547,0.204154054054054
OTU_1129,0,0,1,0,0,0,0,0,3,0.665457841253909,0.296440363636364
OTU_1475,1,0,0,0,0,0,0,0,1,0.558156305651438,0.387486225402504
OTU_1574,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1258,0,0,0,0,0,0,0,1,8,0.358568582800318,0.887354736328125
OTU_2128,,,,,,,,,,,
OTU_2613,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2233,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2903,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_714,0,0,0,1,0,0,0,0,4,0.440619743840296,0.887354736328125
OTU_2757,0,0,0,0,0,0,0,1,8,0.565685424949238,0.467963513513514
OTU_2112,0,0,1,0,0,0,0,0,3,0.391480146343136,0.884819944082013
OTU_3054,,,,,,,,,,,
OTU_1247,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2173,0,0,1,0,0,0,0,0,3,0.333333333333333,0.887354736328125
OTU_2807,0,0,0,0,0,0,0,1,8,0.414039335605413,0.889384810126582
OTU_1237,1,0,0,0,0,0,0,0,1,0.276759362408665,0.906724882829144
OTU_1185,0,0,1,0,0,0,0,0,3,0.281718084909506,1
OTU_1755,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1348,0,0,0,0,0,0,1,0,7,0.350823207722812,0.895020463320463
OTU_1172,1,0,0,0,0,0,0,0,1,0.392232270276368,0.895020463320463
OTU_1988,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1635,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_1008,0,0,0,0,0,0,0,1,8,0.428174419288838,0.889384810126582
OTU_1913,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1375,1,0,0,0,0,0,0,0,1,0.418330013267038,0.889384810126582
OTU_2916,0,0,0,1,0,0,0,0,4,0.471404520791032,0.602972790697674
OTU_1862,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_550,0,0,0,0,0,1,0,0,6,0.632455532033676,0.32445368852459
OTU_1271,0,0,1,0,0,0,0,0,3,0.365148371670111,0.887354736328125
OTU_1572,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3358,,,,,,,,,,,
OTU_1308,1,0,0,0,0,0,0,0,1,0.392792202424786,0.887354736328125
OTU_2308,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3179,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3076,,,,,,,,,,,
OTU_2943,0,0,0,0,0,0,1,0,7,0.632455532033676,0.3302046
OTU_2646,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3352,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_773,0,0,1,0,0,0,0,0,3,0.319642200990256,0.928560788469691
OTU_1042,0,0,0,0,0,1,0,0,6,0.50709255283711,0.467963513513514
OTU_1148,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2636,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1395,0,0,0,0,0,1,0,0,6,0.58554004376912,0.32445368852459
OTU_2384,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_824,0,0,0,0,1,0,0,0,5,0.414039335605413,0.889384810126582
OTU_1032,0,0,0,0,0,1,0,0,6,0.279751442472094,1
OTU_2066,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_740,0,0,0,0,1,0,0,0,5,0.438853725736256,0.890702372093023
OTU_841,0,0,0,0,0,1,0,0,6,0.632455532033676,0.32445368852459
OTU_913,0,0,0,0,0,0,0,1,8,0.774596669241483,0.105246357615894
OTU_2141,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1966,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2784,0,1,0,0,0,0,0,0,2,0.456435464587638,0.735603582089552
OTU_1515,0,0,0,0,0,0,0,1,8,0.387298334620742,0.895020463320463
OTU_3339,0,0,0,1,0,0,0,0,4,0.471404520791032,0.602972790697674
OTU_2360,0,0,0,0,0,0,0,1,8,0.4,0.889384810126582
OTU_1077,0,0,0,0,0,0,0,1,8,0.338959609719619,0.887354736328125
OTU_1262,0,0,0,0,0,0,0,1,8,0.4,0.889384810126582
OTU_2427,,,,,,,,,,,
OTU_972,0,0,0,0,1,0,0,0,5,0.271052370871575,1
OTU_1602,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3017,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2057,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2317,0,0,0,0,0,0,1,0,7,0.632455532033676,0.32445368852459
OTU_591,0,0,0,0,0,1,0,0,6,0.358568582800318,0.887354736328125
OTU_1798,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_919,0,0,0,0,0,0,1,0,7,0.358568582800318,0.895020463320463
OTU_2635,0,0,0,0,1,0,0,0,5,0.365148371670111,0.895020463320463
OTU_2405,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2972,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_1305,1,0,0,0,0,0,0,0,1,0.439645983268387,0.887354736328125
OTU_2846,,,,,,,,,,,
OTU_1222,,,,,,,,,,,
OTU_2031,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1231,0,0,0,1,0,0,0,0,4,0.577350269189626,0.36225858778626
OTU_2319,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_1824,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2783,1,0,0,0,0,0,0,0,1,0.395628284037472,0.887354736328125
OTU_881,0,0,0,0,0,1,0,0,6,0.50709255283711,0.465546104928458
OTU_1677,0,0,0,0,0,0,1,0,7,0.387298334620742,0.895020463320463
OTU_1366,0,0,0,0,0,0,0,1,8,0.547722557505166,0.467963513513514
OTU_2260,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2185,0,0,0,1,0,0,0,0,4,0.272165526975909,1
OTU_1462,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1147,0,0,0,0,0,0,1,0,7,0.365148371670111,0.896770179948586
OTU_1971,0,0,0,0,0,0,1,0,7,0.377964473009227,0.895020463320463
OTU_1532,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_498,0,0,0,1,0,0,0,0,4,0.8345761876158,0.0420428571428571
OTU_1330,1,0,0,0,0,0,0,0,1,0.266556994991592,1
OTU_834,1,0,0,0,0,0,0,0,1,0.347960102862177,0.889384810126582
OTU_1906,0,0,1,0,0,0,0,0,3,0.572263383519301,0.335595059288538
OTU_1419,0,0,0,0,0,1,0,0,6,0.316227766016838,1
OTU_3263,,,,,,,,,,,
OTU_3113,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_869,0,0,1,0,0,0,0,0,3,0.430331482911935,0.887354736328125
OTU_2344,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_809,0,0,1,0,0,0,0,0,3,0.471404520791032,0.607328181818182
OTU_1854,0,0,0,0,0,1,0,0,6,0.307793505625546,1
OTU_808,1,0,0,0,0,0,0,0,1,0.325395686727984,0.887354736328125
OTU_1393,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1584,0,0,0,0,0,0,1,0,7,0.414039335605413,0.884819944082013
OTU_1697,0,0,0,0,0,1,0,0,6,0.358568582800318,0.895020463320463
OTU_1063,0,0,0,0,0,0,1,0,7,0.6,0.32445368852459
OTU_1648,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1774,0,0,0,1,0,0,0,0,4,0.317820863081864,0.887354736328125
OTU_3124,0,0,0,0,0,0,0,1,8,0.4,0.889384810126582
OTU_951,0,0,0,0,1,0,0,0,5,0.332820117735137,0.887354736328125
OTU_1863,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2881,,,,,,,,,,,
OTU_894,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_942,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_670,0,0,1,0,0,0,0,0,3,0.466849780923926,0.831947398297067
OTU_1586,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_896,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2928,,,,,,,,,,,
OTU_1814,0,0,0,0,1,0,0,0,5,0.365148371670111,0.895020463320463
OTU_2969,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2927,0,0,0,0,0,1,0,0,6,0.632455532033676,0.32445368852459
OTU_1505,0,0,1,0,0,0,0,0,3,0.341992784028385,0.887354736328125
OTU_802,0,0,0,0,0,0,0,1,8,0.330289129537908,1
OTU_1045,0,0,0,0,1,0,0,0,5,0.50709255283711,0.463944267515924
OTU_1808,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2179,0,0,0,0,0,0,0,1,8,0.346410161513775,0.895020463320463
OTU_677,0,0,0,0,0,0,0,1,8,0.573944043183551,0.390998571428571
OTU_1013,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2713,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_995,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1525,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2607,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_871,0,0,0,0,0,0,0,1,8,0.748331477354788,0.105246357615894
OTU_2294,0,0,0,0,1,0,0,0,5,0.273861278752583,1
OTU_883,0,0,0,0,1,0,0,0,5,0.734846922834953,0.237178481012658
OTU_1313,0,0,0,0,0,1,0,0,6,0.316227766016838,1
OTU_1405,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_2417,0,0,0,0,1,0,0,0,5,0.409196603682284,0.887354736328125
OTU_1057,0,0,0,0,0,0,1,0,7,0.346410161513775,0.947056653992396
OTU_1679,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1454,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_1244,0,0,0,0,0,0,0,1,8,0.577350269189626,0.32445368852459
OTU_1120,0,0,0,1,0,0,0,0,4,0.341992784028385,0.887354736328125
OTU_1739,0,0,1,0,0,0,0,0,3,0.471404520791032,0.658178913738019
OTU_2676,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1736,0,1,0,0,0,0,0,0,2,0.506369683541833,0.485219830028329
OTU_2298,0,0,1,0,0,0,0,0,3,0.235702260395516,1
OTU_2267,1,0,0,0,0,0,0,0,1,0.430458032387664,0.887354736328125
OTU_1950,0,0,0,0,0,0,1,0,7,0.370076372846377,0.887354736328125
OTU_3149,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1902,0,0,0,0,0,1,0,0,6,0.307793505625546,1
OTU_2782,,,,,,,,,,,
OTU_2788,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1897,0,0,0,0,0,0,0,1,8,0.414039335605413,0.889384810126582
OTU_2642,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2774,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3346,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3297,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1179,0,1,0,0,0,0,0,0,2,0.538381902058165,0.485657263751763
OTU_1099,0,0,0,0,0,1,0,0,6,0.449719013397517,0.665037539432177
OTU_3332,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2874,,,,,,,,,,,
OTU_1557,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2337,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_3227,0,0,0,0,0,0,1,0,7,0.632455532033676,0.3302046
OTU_1178,0,0,0,0,0,0,1,0,7,0.4,0.889384810126582
OTU_2492,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1910,0,0,0,0,0,0,0,1,8,0.774596669241483,0.084475
OTU_2451,,,,,,,,,,,
OTU_806,0,0,0,0,1,0,0,0,5,0.535129551009507,0.47045347826087
OTU_1291,0,0,0,0,0,0,0,1,8,0.408248290463863,0.889384810126582
OTU_2482,0,1,0,0,0,0,0,0,2,0.577350269189626,0.362933395522388
OTU_2516,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_803,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1816,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_790,0,1,0,0,0,0,0,0,2,0.587220219514703,0.32445368852459
OTU_1435,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_976,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_827,1,0,0,0,0,0,0,0,1,0.406838102172486,0.887354736328125
OTU_1645,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1286,0,0,1,0,0,0,0,0,3,0.333333333333333,0.912830936170213
OTU_3018,,,,,,,,,,,
OTU_3289,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_3166,0,0,0,1,0,0,0,0,4,0.411195969829307,0.887354736328125
OTU_1766,0,0,0,0,0,0,0,1,8,0.346410161513775,0.895020463320463
OTU_2544,0,0,1,0,0,0,0,0,3,0.471404520791032,0.65736463022508
OTU_1208,0,0,0,0,0,0,1,0,7,0.387298334620742,0.895020463320463
OTU_1428,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1831,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1038,0,0,0,0,0,0,0,1,8,0.609449400220044,0.32445368852459
OTU_2414,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1199,0,0,0,0,0,0,0,1,8,0.447213595499958,0.818442363112392
OTU_2375,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_3272,,,,,,,,,,,
OTU_842,0,0,0,0,0,1,0,0,6,0.358568582800318,0.895020463320463
OTU_1576,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1832,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_609,0,0,0,0,1,0,0,0,5,0.774596669241483,0.0909219512195122
OTU_1550,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_2389,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2393,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2937,0,0,0,0,0,0,1,0,7,0.346410161513775,0.895020463320463
OTU_1819,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1638,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1283,1,0,0,0,0,0,0,0,1,0.307793505625546,0.887354736328125
OTU_1009,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1083,0,1,0,0,0,0,0,0,2,0.365148371670111,0.887354736328125
OTU_1011,0,0,0,1,0,0,0,0,4,0.452910813657838,0.616597566371681
OTU_1175,0,0,0,0,0,1,0,0,6,0.325395686727984,1
OTU_3296,0,0,1,0,0,0,0,0,3,0.408248290463863,0.832273724007561
OTU_826,0,0,0,0,0,0,0,1,8,0.447213595499958,0.696080874872838
OTU_986,1,0,0,0,0,0,0,0,1,0.447213595499958,0.887354736328125
OTU_1023,0,0,0,0,0,0,0,1,8,0.561951486949016,0.474009051724138
OTU_2907,0,0,0,0,0,0,1,0,7,0.603022689155527,0.46004976
OTU_2077,0,0,1,0,0,0,0,0,3,0.471404520791032,0.608242194570136
OTU_2175,0,0,0,0,0,1,0,0,6,0.316227766016838,1
OTU_1292,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1372,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1235,0,0,0,0,0,0,0,1,8,0.6076436202502,0.32445368852459
OTU_1986,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2625,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2723,,,,,,,,,,,
OTU_1492,0,0,0,0,0,0,0,1,8,0.316227766016838,1
OTU_1924,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2410,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1431,1,0,0,0,0,0,0,0,1,0.447213595499958,0.887354736328125
OTU_2354,,,,,,,,,,,
OTU_1043,0,0,0,0,0,1,0,0,6,0.734846922834953,0.110596815286624
OTU_560,0,0,0,1,0,0,0,0,4,0.482804549585268,0.608242194570136
OTU_2789,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1725,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1142,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_1864,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2882,0,0,0,1,0,0,0,0,4,0.430331482911935,0.745308956692913
OTU_2229,,,,,,,,,,,
OTU_2102,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2009,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1518,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1461,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_1504,0,0,0,0,0,0,0,1,8,0.421637021355784,0.822408126195029
OTU_2054,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2627,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2275,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2630,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_969,0,0,0,0,0,1,0,0,6,0.330289129537908,1
OTU_1019,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2356,0,0,1,0,0,0,0,0,3,0.235702260395516,1
OTU_1139,0,0,0,0,0,0,1,0,7,0.387298334620742,0.895020463320463
OTU_850,0,0,0,0,1,0,0,0,5,0.774596669241483,0.169260621761658
OTU_1189,0,0,0,0,0,0,0,1,8,0.616441400296898,0.32445368852459
OTU_1071,0,0,0,0,0,0,0,1,8,0.6076436202502,0.44540033557047
OTU_1253,0,0,0,0,0,0,1,0,7,0.504524979109513,0.516329877216917
OTU_964,0,0,1,0,0,0,0,0,3,0.235702260395516,1
OTU_1076,0,0,1,0,0,0,0,0,3,0.563436169819011,0.383225179856115
OTU_3062,0,0,0,1,0,0,0,0,4,0.471404520791032,0.59849243697479
OTU_1604,,,,,,,,,,,
OTU_3312,,,,,,,,,,,
OTU_1540,0,0,1,0,0,0,0,0,3,0.27524094128159,1
OTU_1082,0,0,0,0,0,1,0,0,6,0.358568582800318,0.895020463320463
OTU_1727,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2568,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1092,0,1,0,0,0,0,0,0,2,0.62257280636469,0.186487128712871
OTU_1470,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1969,,,,,,,,,,,
OTU_1089,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1767,0,0,0,0,0,0,0,1,8,0.516397779494322,0.563793103448276
OTU_1695,0,0,0,0,0,0,0,1,8,0.4,0.889384810126582
OTU_936,0,0,1,0,0,0,0,0,3,0.569731741417421,0.367465491651206
OTU_1088,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2146,0,0,0,0,0,1,0,0,6,0.516397779494322,0.56501106870229
OTU_2618,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1425,0,0,1,0,0,0,0,0,3,0.235702260395516,1
OTU_2608,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_2571,,,,,,,,,,,
OTU_938,0,0,0,0,0,0,0,1,8,0.557773351022717,0.495881012658228
OTU_2324,0,0,0,0,0,0,0,1,8,0.513239353660981,0.485657263751763
OTU_1606,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1500,0,0,0,0,0,0,0,1,8,0.421637021355784,0.889384810126582
OTU_1459,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2567,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1170,0,0,0,0,0,0,1,0,7,0.489897948556636,0.572879627329193
OTU_1016,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_636,0,0,0,1,0,0,0,0,4,0.32659863237109,0.887354736328125
OTU_2580,0,0,0,0,0,0,0,1,8,0.774596669241483,0.0966678832116788
OTU_2446,,,,,,,,,,,
OTU_793,0,0,0,0,1,0,0,0,5,0.489897948556636,0.569175466998755
OTU_1789,0,0,0,0,0,0,1,0,7,0.547722557505166,0.47045347826087
OTU_2235,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2489,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2718,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1905,1,0,0,0,0,0,0,0,1,0.632455532033676,0.32445368852459
OTU_2747,0,0,0,0,0,0,0,1,8,0.4,0.889384810126582
OTU_1214,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3189,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1468,0,0,0,1,0,0,0,0,4,0.471404520791032,0.616597566371681
OTU_2438,,,,,,,,,,,
OTU_603,0,0,0,1,0,0,0,0,4,0.666666666666667,0.230430638297872
OTU_1026,0,0,0,1,0,0,0,0,4,0.35610615580596,0.893977276951673
OTU_3008,0,0,0,1,0,0,0,0,4,0.235702260395516,1
OTU_2282,0,0,0,1,0,0,0,0,4,0.471404520791032,0.607328181818182
OTU_1236,0,0,0,0,1,0,0,0,5,0.654653670707977,0.266709375
OTU_2814,0,0,0,1,0,0,0,0,4,0.471404520791032,0.598219975786925
OTU_1251,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_1363,0,0,0,1,0,0,0,0,4,0.538381902058165,0.41856
OTU_2204,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2714,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_3400,,,,,,,,,,,
OTU_1065,0,0,1,0,0,0,0,0,3,0.477818482567497,0.6876
OTU_1868,0,0,0,1,0,0,0,0,4,0.235702260395516,1
OTU_1567,1,0,0,0,0,0,0,0,1,0.37573457465109,0.887354736328125
OTU_2138,0,0,1,0,0,0,0,0,3,0.384900179459751,0.887354736328125
OTU_1531,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_935,0,0,1,0,0,0,0,0,3,0.372677996249965,0.887354736328125
OTU_2839,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2708,,,,,,,,,,,
OTU_2008,0,0,0,1,0,0,0,0,4,0.288675134594813,0.968891939546599
OTU_1653,0,0,0,1,0,0,0,0,4,0.492365963917331,0.512992541436464
OTU_2923,1,0,0,0,0,0,0,0,1,0.447213595499958,0.887354736328125
OTU_1464,0,0,0,0,0,0,1,0,7,0.330289129537908,1
OTU_1377,0,0,0,0,1,0,0,0,5,0.4,0.890702372093023
OTU_1900,0,0,0,1,0,0,0,0,4,0.418853908291695,0.831292890995261
OTU_2679,0,0,0,0,0,0,1,0,7,0.516397779494322,0.566786306532663
OTU_2845,,,,,,,,,,,
OTU_1439,0,0,0,0,0,0,1,0,7,0.395628284037472,0.887354736328125
OTU_2910,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1416,0,0,0,1,0,0,0,0,4,0.361550763031094,0.887354736328125
OTU_2394,,,,,,,,,,,
OTU_1698,1,0,0,0,0,0,0,0,1,0.447213595499958,0.887354736328125
OTU_1558,0,0,0,0,0,0,1,0,7,0.516397779494322,0.566786306532663
OTU_1836,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1685,0,0,0,0,0,0,0,1,8,0.577350269189626,0.453393993506494
OTU_975,1,0,0,0,0,0,0,0,1,0.37573457465109,0.895020463320463
OTU_2302,0,0,1,0,0,0,0,0,3,0.471404520791032,0.59849243697479
OTU_1426,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2554,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3356,,,,,,,,,,,
OTU_1851,0,0,0,1,0,0,0,0,4,0.471404520791032,0.607328181818182
OTU_2720,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3016,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_3210,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_3140,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1881,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2888,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_3307,,,,,,,,,,,
OTU_2639,0,0,0,0,1,0,0,0,5,0.307793505625546,1
OTU_3015,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_929,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1752,0,0,0,0,0,0,0,1,8,0.516397779494322,0.468716029411765
OTU_1837,0,0,0,0,1,0,0,0,5,0.258198889747161,1
OTU_818,0,0,0,0,0,0,0,1,8,0.338061701891407,0.945244312896406
OTU_1667,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
