s.Endo Acer rubrum,s.Endo Carya ovata,s.Epi Acer rubrum,s.Epi Carya ovata,s.Lit Acer rubrum,s.Lit Carya ovata,s.Soil Acer rubrum,s.Soil Carya ovata,index,stat,p.value
OTU_2415,,,,,,,,,,,
OTU_1320,0,0,1,0,0,0,0,0,3,0.436435780471985,0.644914702702703
OTU_344,0,0,0,0,0,0,0,1,8,0.723240570679579,0.143805681818182
OTU_693,0,0,0,1,0,0,0,0,4,0.412393049421161,0.711546720484359
OTU_760,0,0,1,0,0,0,0,0,3,0.464811125852264,0.515125925925926
OTU_2276,,,,,,,,,,,
OTU_1623,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_701,0,1,0,0,0,0,0,0,2,0.592348877759092,0.32445368852459
OTU_3232,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_804,1,0,0,0,0,0,0,0,1,0.370076372846377,0.887354736328125
OTU_1605,0,0,0,0,0,0,0,1,8,0.365148371670111,0.895020463320463
OTU_1210,0,0,0,0,0,0,1,0,7,0.632455532033676,0.32445368852459
OTU_1075,0,0,0,1,0,0,0,0,4,0.299342170044625,0.887354736328125
OTU_847,0,0,0,0,0,0,1,0,7,0.404519917477945,0.89019897051942
OTU_506,0,0,0,0,1,0,0,0,5,0.4,0.889384810126582
OTU_1514,0,0,0,0,0,0,1,0,7,0.479898979268586,0.657625586353945
OTU_829,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1276,0,0,0,0,0,0,0,1,8,0.419058177461747,0.887354736328125
OTU_1883,0,0,0,1,0,0,0,0,4,0.340206908719886,0.887354736328125
OTU_537,0,0,1,0,0,0,0,0,3,0.390867979985286,0.887354736328125
OTU_1219,0,0,0,0,0,1,0,0,6,0.368577070100371,0.887354736328125
OTU_374,0,0,0,0,1,0,0,0,5,0.540832691319598,0.442686554621849
OTU_478,0,0,0,1,0,0,0,0,4,0.691611060851241,0.152717837837838
OTU_1668,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1351,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_993,0,0,0,1,0,0,0,0,4,0.379943358121414,0.887354736328125
OTU_1113,0,0,0,0,0,1,0,0,6,0.365148371670111,0.895020463320463
OTU_839,0,0,0,0,1,0,0,0,5,0.353553390593274,0.895020463320463
OTU_1716,0,0,0,0,1,0,0,0,5,1,0.0113192307692308
OTU_1107,0,0,0,0,1,0,0,0,5,0.316227766016838,1
OTU_3154,,,,,,,,,,,
OTU_1012,0,0,0,1,0,0,0,0,4,0.571661950475029,0.32445368852459
OTU_943,0,0,0,0,0,1,0,0,6,0.433012701892219,0.740543632773939
OTU_606,0,0,0,0,0,1,0,0,6,0.526234811584218,0.378309272727273
OTU_542,0,0,0,0,0,1,0,0,6,0.561541153570497,0.452806403940887
OTU_1166,0,0,0,0,0,1,0,0,6,0.258198889747161,1
OTU_1234,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_887,0,0,0,0,0,0,1,0,7,0.598427258107511,0.32123593220339
OTU_1206,0,0,0,0,0,0,0,1,8,0.534522483824849,0.467963513513514
OTU_299,0,0,0,1,0,0,0,0,4,0.964485644340824,0.0113192307692308
OTU_321,0,0,0,0,0,0,0,1,8,0.338843348488376,0.904351534526854
OTU_582,0,0,0,0,0,0,0,1,8,0.516397779494322,0.468716029411765
OTU_237,0,0,0,0,0,1,0,0,6,0.860013163567532,0.0267545454545455
OTU_1642,0,0,0,0,0,0,1,0,7,0.358568582800318,0.895020463320463
OTU_414,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1078,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_3027,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3367,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1347,0,0,0,1,0,0,0,0,4,0.452910813657838,0.85915722326454
OTU_2013,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2149,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2292,0,0,0,0,0,0,0,1,8,0.547722557505166,0.467963513513514
OTU_3300,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2702,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_775,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_2573,0,0,0,1,0,0,0,0,4,0.288675134594813,0.964436589473684
OTU_721,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2670,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_1562,0,0,0,0,0,1,0,0,6,0.365148371670111,0.895020463320463
OTU_903,0,0,0,1,0,0,0,0,4,0.506369683541833,0.666502941176471
OTU_1310,0,0,0,1,0,0,0,0,4,0.48578616755726,0.583928571428571
OTU_649,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_639,0,0,0,0,0,0,0,1,8,0.438853725736256,0.889384810126582
OTU_348,0,0,0,0,1,0,0,0,5,0.534876355087592,0.504982729805014
OTU_1074,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1116,0,0,0,0,0,0,0,1,8,0.58554004376912,0.32445368852459
OTU_2287,0,0,0,0,0,1,0,0,6,0.358568582800318,0.895020463320463
OTU_1332,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1999,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_594,0,0,0,0,0,0,1,0,7,0.628679644364358,0.32445368852459
OTU_1473,0,0,0,0,0,0,1,0,7,0.381385035698237,0.895020463320463
OTU_1152,1,0,0,0,0,0,0,0,1,0.310529501704059,0.948713924050633
OTU_508,0,1,0,0,0,0,0,0,2,0.494871659305393,0.555130588235294
OTU_963,0,0,0,0,0,0,0,1,8,0.460178993308422,0.644338636363636
OTU_744,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_575,0,0,1,0,0,0,0,0,3,0.593771085995354,0.32445368852459
OTU_1621,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1581,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_997,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1307,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1976,0,0,1,0,0,0,0,0,3,0.384900179459751,0.887354736328125
OTU_729,0,0,0,0,0,0,1,0,7,0.632455532033676,0.32445368852459
OTU_1028,0,0,1,0,0,0,0,0,3,0.426401432711221,0.83398895184136
OTU_2917,0,0,0,0,0,0,1,0,7,0.332820117735137,1
OTU_716,0,0,0,0,1,0,0,0,5,0.527201267516105,0.467963513513514
OTU_269,0,0,0,0,0,1,0,0,6,0.763450812336422,0.197125471698113
OTU_539,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_424,0,0,0,1,0,0,0,0,4,0.541229427257326,0.616098553948832
OTU_2100,0,0,1,0,0,0,0,0,3,0.235702260395516,1
OTU_650,0,0,0,0,0,0,1,0,7,0.700649049745371,0.32445368852459
OTU_1871,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_2524,0,0,1,0,0,0,0,0,3,0.304290309725092,0.887354736328125
OTU_355,0,0,0,0,1,0,0,0,5,0.430116263352131,0.895020463320463
OTU_2462,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_888,0,0,0,0,0,0,1,0,7,0.420084025208403,0.895020463320463
OTU_1087,0,0,0,0,0,0,1,0,7,0.454369467397652,0.691095519348269
OTU_800,0,0,0,0,1,0,0,0,5,0.870571500132014,0.030030612244898
OTU_736,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_513,0,0,0,0,0,0,0,1,8,0.383482494423685,0.895020463320463
OTU_645,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_770,0,0,0,1,0,0,0,0,4,0.518305268039206,0.419352389078498
OTU_954,0,0,0,0,0,0,0,1,8,0.391076944437521,0.889384810126582
OTU_1134,0,0,0,0,1,0,0,0,5,0.365148371670111,0.895020463320463
OTU_557,0,0,0,0,1,0,0,0,5,0.547722557505166,0.60495
OTU_655,0,0,0,1,0,0,0,0,4,0.517339252982411,0.467963513513514
OTU_1511,0,0,0,0,0,1,0,0,6,0.395628284037472,0.887354736328125
OTU_758,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1535,0,0,0,0,0,0,1,0,7,0.6,0.278513793103448
OTU_725,0,1,0,0,0,0,0,0,2,0.426401432711221,0.696758984771574
OTU_339,0,0,0,0,1,0,0,0,5,0.475016868796284,0.504982729805014
OTU_2552,0,1,0,0,0,0,0,0,2,0.340997169735237,0.887354736328125
OTU_651,0,0,0,0,0,0,1,0,7,0.322490309931942,1
OTU_624,0,0,0,1,0,0,0,0,4,0.588968139065848,0.32445368852459
OTU_983,0,0,0,0,0,0,1,0,7,0.471404520791032,0.63202131147541
OTU_1763,0,0,0,0,0,0,1,0,7,0.346410161513775,0.895020463320463
OTU_778,0,0,0,1,0,0,0,0,4,0.516397779494322,0.467963513513514
OTU_463,0,0,0,0,0,1,0,0,6,0.632455532033676,0.32445368852459
OTU_2004,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_980,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2180,0,0,0,0,0,0,1,0,7,0.489897948556636,0.563788715953307
OTU_777,0,0,0,0,0,0,0,1,8,0.325395686727984,1
OTU_592,0,0,0,0,0,1,0,0,6,0.566946709513841,0.308807746478873
OTU_1948,1,0,0,0,0,0,0,0,1,0.75,0.204154054054054
OTU_2327,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_530,0,0,0,0,0,0,1,0,7,0.419058177461747,0.895020463320463
OTU_1209,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_467,0,0,0,0,0,0,1,0,7,0.608163640559537,0.32445368852459
OTU_862,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_395,0,0,0,0,1,0,0,0,5,0.64450338663549,0.32445368852459
OTU_367,0,0,0,1,0,0,0,0,4,0.60024789548132,0.32445368852459
OTU_406,0,0,0,0,0,1,0,0,6,0.420458932936041,0.831194871794872
OTU_413,0,0,0,0,0,0,1,0,7,0.426614580154031,0.889384810126582
OTU_1177,0,0,0,0,0,0,1,0,7,0.377964473009227,0.895020463320463
OTU_1287,0,0,0,1,0,0,0,0,4,0.471404520791032,0.602972790697674
OTU_666,0,0,0,0,0,0,0,1,8,0.544331053951817,0.41354224137931
OTU_838,0,0,0,1,0,0,0,0,4,0.665457841253909,0.266709375
OTU_742,0,1,0,0,0,0,0,0,2,0.456435464587638,0.720283783783784
OTU_617,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_2703,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1194,0,0,0,0,0,0,0,1,8,0.541602560309064,0.472070809248555
OTU_203,0,0,0,0,0,0,0,1,8,0.445888515267367,0.818848130393097
OTU_459,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1754,0,0,0,1,0,0,0,0,4,0.421637021355784,0.887354736328125
OTU_1284,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1268,0,0,0,0,0,0,0,1,8,0.648674973140802,0.296440363636364
OTU_646,0,0,0,0,0,0,0,1,8,0.465985898008574,0.657606102783726
OTU_2105,0,0,1,0,0,0,0,0,3,0.499041226346952,0.561009375
OTU_410,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_692,0,0,0,0,0,0,0,1,8,0.592469752952221,0.453791612903226
OTU_2373,,,,,,,,,,,
OTU_1086,0,0,0,0,0,0,1,0,7,0.557773351022717,0.523510583446404
OTU_579,0,0,0,0,0,0,0,1,8,0.489897948556636,0.532675067385445
OTU_2091,0,0,0,0,0,0,0,1,8,0.4,0.889384810126582
OTU_2322,0,0,0,0,0,0,0,1,8,0.356978470385238,0.889384810126582
OTU_2299,0,0,0,0,0,0,0,1,8,0.460178993308422,0.658969287991498
OTU_541,0,0,0,0,1,0,0,0,5,0.601585207518238,0.379071195652174
OTU_532,0,0,0,0,1,0,0,0,5,0.882579950158088,0.0401318181818182
OTU_619,0,0,0,1,0,0,0,0,4,0.282842712474619,1
OTU_833,0,0,0,0,0,0,0,1,8,0.371086132902844,0.887354736328125
OTU_1882,0,0,0,0,0,0,1,0,7,0.565685424949238,0.467963513513514
OTU_334,0,0,0,0,1,0,0,0,5,0.894427190999916,0.030030612244898
OTU_1081,0,0,0,1,0,0,0,0,4,0.298142396999972,0.979229836340747
OTU_780,0,0,0,0,0,0,1,0,7,0.447213595499958,0.766041365853658
OTU_2098,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_3395,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_370,0,0,0,0,0,0,0,1,8,0.62630508900705,0.453393993506494
OTU_1712,,,,,,,,,,,
OTU_546,0,0,0,0,0,0,0,1,8,0.624294473580849,0.32445368852459
OTU_1996,0,0,0,1,0,0,0,0,4,0.692200007864824,0.105246357615894
OTU_1096,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1870,0,0,0,1,0,0,0,0,4,0.471404520791032,0.660463953488372
OTU_1269,,,,,,,,,,,
OTU_1266,0,0,0,0,0,0,0,1,8,0.356753034006338,0.895020463320463
OTU_426,0,0,0,1,0,0,0,0,4,0.474578997876249,0.602972790697674
OTU_794,0,0,0,0,0,0,0,1,8,0.783551841534492,0.0654
OTU_382,0,0,0,0,0,0,1,0,7,0.747723818726479,0.226776623376623
OTU_1830,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_830,0,0,0,1,0,0,0,0,4,0.430331482911935,0.778526162790698
OTU_1128,0,0,1,0,0,0,0,0,3,0.600925212577331,0.32445368852459
OTU_505,0,0,0,0,0,0,1,0,7,0.427148850344792,0.887354736328125
OTU_524,0,0,1,0,0,0,0,0,3,0.645497224367903,0.32445368852459
OTU_870,0,0,0,0,0,1,0,0,6,0.365148371670111,0.895020463320463
OTU_822,0,0,0,0,0,0,0,1,8,0.598849471616342,0.453791612903226
OTU_583,0,0,0,0,0,0,1,0,7,0.336219390072717,1
OTU_642,0,0,0,0,0,0,1,0,7,0.426940840178892,0.895020463320463
OTU_633,0,0,0,1,0,0,0,0,4,0.498754668053816,0.548274308300395
OTU_448,0,0,0,0,0,0,0,1,8,0.456070170039655,0.660463953488372
OTU_2007,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_486,0,0,0,1,0,0,0,0,4,0.619202374506654,0.270252140077821
OTU_1887,0,0,0,0,0,0,0,1,8,0.365148371670111,0.895020463320463
OTU_707,0,0,0,0,0,0,1,0,7,0.365148371670111,0.895020463320463
OTU_356,0,0,0,0,0,1,0,0,6,0.545454545454545,0.413458115183246
OTU_1867,0,1,0,0,0,0,0,0,2,0.426401432711221,0.685289938398357
OTU_1618,0,0,1,0,0,0,0,0,3,0.421637021355784,0.685289938398357
OTU_1889,,,,,,,,,,,
OTU_2619,0,0,0,0,0,0,0,1,8,0.877058019307029,0.0113192307692308
OTU_450,0,0,0,0,0,0,0,1,8,0.685248288864193,0.327132657200811
OTU_1137,0,0,0,0,0,0,0,1,8,0.421637021355784,0.889384810126582
OTU_1029,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_249,0,0,0,1,0,0,0,0,4,0.597614304667197,0.327132657200811
OTU_675,0,0,0,0,0,0,0,1,8,0.401217658828843,0.895020463320463
OTU_748,0,0,0,1,0,0,0,0,4,0.53579971977682,0.532675067385445
OTU_1396,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_613,0,0,1,0,0,0,0,0,3,0.413931834802457,0.850814661654135
OTU_811,0,0,1,0,0,0,0,0,3,0.649786289653931,0.296440363636364
OTU_1829,0,0,0,0,0,1,0,0,6,0.346410161513775,0.912830936170213
OTU_704,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_1141,0,0,0,0,0,0,0,1,8,0.529150262212918,0.468716029411765
OTU_703,0,0,0,0,0,1,0,0,6,0.4,0.89019897051942
OTU_2300,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_629,0,0,0,0,0,0,0,1,8,0.723240570679579,0.094439552238806
OTU_948,1,0,0,0,0,0,0,0,1,0.311925146946022,0.895020463320463
OTU_945,0,0,0,0,1,0,0,0,5,0.387298334620742,0.895020463320463
OTU_501,0,0,0,0,0,1,0,0,6,0.595437196138648,0.32445368852459
OTU_932,0,0,0,1,0,0,0,0,4,0.436435780471985,0.647840150699677
OTU_457,0,0,1,0,0,0,0,0,3,0.702044448210578,0.180762944162437
OTU_2892,,,,,,,,,,,
OTU_754,0,0,0,0,0,0,1,0,7,0.322251693317745,1
OTU_2771,0,0,0,0,0,0,0,1,8,0.316227766016838,1
OTU_2355,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_611,0,0,0,0,1,0,0,0,5,0.774596669241483,0.105246357615894
OTU_1103,0,1,0,0,0,0,0,0,2,0.816496580927726,0.0812828571428571
OTU_544,0,0,0,1,0,0,0,0,4,0.479997522599825,0.776141319107662
OTU_2352,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_897,0,0,0,0,0,0,0,1,8,0.432049379893857,0.741844970414201
OTU_2699,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1418,,,,,,,,,,,
OTU_877,0,0,1,0,0,0,0,0,3,0.453609211626514,0.657122639484979
OTU_1274,0,0,0,0,0,0,0,1,8,0.478091443733758,0.602972790697674
OTU_1080,0,0,0,1,0,0,0,0,4,0.52704627669473,0.511967867036011
OTU_868,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1279,0,0,0,1,0,0,0,0,4,0.408248290463863,0.887354736328125
OTU_784,0,0,0,0,1,0,0,0,5,0.632455532033676,0.32445368852459
OTU_1151,0,0,0,1,0,0,0,0,4,0.408248290463863,0.757347358121331
OTU_921,0,0,0,0,0,0,0,1,8,0.632455532033676,0.32445368852459
OTU_626,0,0,0,0,1,0,0,0,5,0.894427190999916,0.030978947368421
OTU_1329,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1383,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1490,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1592,0,0,0,0,0,0,1,0,7,0.632455532033676,0.32445368852459
OTU_1537,0,0,0,1,0,0,0,0,4,0.395284707521047,0.887354736328125
OTU_959,0,0,1,0,0,0,0,0,3,0.666666666666667,0.242007024793388
OTU_910,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_840,0,0,0,1,0,0,0,0,4,0.448848751212701,0.887354736328125
OTU_573,0,1,0,0,0,0,0,0,2,0.60380736442456,0.2820375
OTU_1341,1,0,0,0,0,0,0,0,1,0.424264068711929,0.889384810126582
OTU_517,0,0,0,0,1,0,0,0,5,0.547722557505166,0.47045347826087
OTU_1182,0,0,0,1,0,0,0,0,4,0.408248290463863,0.887354736328125
OTU_620,0,0,1,0,0,0,0,0,3,0.517194075695146,0.543262948207171
OTU_549,1,0,0,0,0,0,0,0,1,0.416944910449931,0.887354736328125
OTU_398,0,0,0,0,1,0,0,0,5,0.6,0.362933395522388
OTU_1196,0,0,0,0,0,0,0,1,8,0.596284793999944,0.449733278145695
OTU_961,0,0,0,0,0,0,0,1,8,0.338061701891407,1
OTU_1122,0,0,0,0,0,0,0,1,8,0.408248290463863,0.887354736328125
OTU_418,0,0,0,0,0,1,0,0,6,0.531368931324057,0.566786306532663
OTU_515,0,0,0,0,0,1,0,0,6,0.526234811584218,0.467963513513514
OTU_2273,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_416,0,0,0,0,0,0,1,0,7,0.613382118880536,0.451908595041322
OTU_1246,0,0,0,0,1,0,0,0,5,0.365148371670111,0.8972499572284
OTU_1984,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_2342,0,0,0,1,0,0,0,0,4,0.632962104427292,0.206664
OTU_1941,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_375,0,0,0,0,1,0,0,0,5,0.879393730551528,0.030030612244898
OTU_843,0,0,0,1,0,0,0,0,4,0.409454344171059,0.887354736328125
OTU_1060,0,0,1,0,0,0,0,0,3,0.514928650544437,0.638024427480916
OTU_1205,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_558,0,0,1,0,0,0,0,0,3,0.287167682335213,1
OTU_585,0,0,0,0,0,0,1,0,7,0.595437196138648,0.368683516483517
OTU_1527,0,0,0,0,1,0,0,0,5,0.547722557505166,0.478132091690544
OTU_3167,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_1004,0,0,0,0,0,0,0,1,8,0.49827287912244,0.644338636363636
OTU_1030,0,0,0,1,0,0,0,0,4,0.288675134594813,1
OTU_858,0,0,0,0,0,0,1,0,7,0.346410161513775,0.887354736328125
OTU_1593,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2010,0,0,0,0,0,0,1,0,7,0.447213595499958,0.887354736328125
OTU_1613,0,0,0,1,0,0,0,0,4,0.235702260395516,1
OTU_996,0,0,0,0,0,0,0,1,8,0.383885947974957,0.895020463320463
OTU_925,0,0,0,0,0,0,0,1,8,0.621059003408119,0.315685121107266
OTU_749,0,0,1,0,0,0,0,0,3,0.285830975237515,1
OTU_864,0,1,0,0,0,0,0,0,2,0.452678730212593,0.667222765072765
OTU_419,0,0,0,0,0,0,1,0,7,0.632455532033676,0.32445368852459
OTU_2821,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2617,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_602,0,1,0,0,0,0,0,0,2,0.569494797451499,0.41354224137931
OTU_851,0,0,1,0,0,0,0,0,3,0.350643436659138,0.889384810126582
OTU_1478,0,0,0,0,0,0,1,0,7,0.316227766016838,1
OTU_812,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_405,0,0,0,1,0,0,0,0,4,0.346410161513775,0.889384810126582
OTU_982,0,0,0,1,0,0,0,0,4,0.637167878963548,0.32123593220339
OTU_1811,0,0,0,0,0,1,0,0,6,0.273861278752583,1
OTU_1662,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_722,0,0,1,0,0,0,0,0,3,0.320983337620978,1
OTU_3182,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1512,0,0,0,1,0,0,0,0,4,0.471404520791032,0.608793813273341
OTU_1564,0,0,0,1,0,0,0,0,4,0.586442958790831,0.32445368852459
OTU_1160,0,0,0,1,0,0,0,0,4,0.381567647648226,0.884819944082013
OTU_369,0,0,0,0,0,1,0,0,6,0.586615416656282,0.329166867469879
OTU_928,0,0,0,0,1,0,0,0,5,0.390935018486762,0.887354736328125
OTU_1044,0,0,0,0,0,0,0,1,8,0.539359889970594,0.467963513513514
OTU_1054,0,0,1,0,0,0,0,0,3,0.408248290463863,0.806064450867052
OTU_1384,0,0,0,1,0,0,0,0,4,0.471404520791032,0.608793813273341
OTU_801,0,0,0,0,0,0,0,1,8,0.563601861976635,0.535919111709287
OTU_1693,0,0,0,1,0,0,0,0,4,0.471404520791032,0.657625586353945
OTU_643,0,0,1,0,0,0,0,0,3,0.593725416565914,0.32445368852459
OTU_1632,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_1319,0,0,0,0,0,0,0,1,8,0.539359889970594,0.468716029411765
OTU_605,0,0,1,0,0,0,0,0,3,0.559016994374947,0.386598387096774
OTU_3254,0,0,0,1,0,0,0,0,4,0.471404520791032,0.602972790697674
OTU_1520,0,0,1,0,0,0,0,0,3,0.298142396999972,0.999509433962264
OTU_1733,0,0,0,0,0,0,0,1,8,0.365148371670111,0.908218824531516
OTU_884,0,0,1,0,0,0,0,0,3,0.687184270936277,0.122625
OTU_2650,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_433,0,0,1,0,0,0,0,0,3,0.544661251770448,0.481963480741797
OTU_1111,0,1,0,0,0,0,0,0,2,0.471404520791032,0.602972790697674
OTU_2033,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_2408,0,0,0,0,0,0,1,0,7,0.418330013267038,0.889384810126582
OTU_1521,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_786,0,0,0,1,0,0,0,0,4,0.610579247554205,0.32445368852459
OTU_2256,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_1072,1,0,0,0,0,0,0,0,1,0.622171016838255,0.447805315614618
OTU_2286,0,0,0,0,0,1,0,0,6,0.316227766016838,1
OTU_576,1,0,0,0,0,0,0,0,1,0.408012240550828,0.887354736328125
OTU_836,0,0,0,0,0,0,1,0,7,0.601585207518238,0.504982729805014
OTU_1049,0,0,0,0,0,1,0,0,6,0.365148371670111,0.895020463320463
OTU_2798,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_685,0,0,0,0,0,0,1,0,7,0.392792202424786,0.895020463320463
OTU_2467,0,0,0,1,0,0,0,0,4,0.276818266179133,1
OTU_3229,,,,,,,,,,,
OTU_3276,0,0,0,0,1,0,0,0,5,0.316227766016838,1
OTU_679,0,0,0,0,1,0,0,0,5,0.467099366496914,0.685896724667349
OTU_2486,0,0,0,0,0,1,0,0,6,0.447213595499958,0.887354736328125
OTU_371,0,0,0,0,1,0,0,0,5,0.894427190999916,0.0267545454545455
OTU_1299,0,0,0,0,0,1,0,0,6,0.467099366496914,0.579516666666667
OTU_1873,0,0,0,0,0,1,0,0,6,0.330289129537908,1
OTU_3039,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_1259,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_781,0,0,1,0,0,0,0,0,3,0.552277913053009,0.368683516483517
OTU_1476,0,1,0,0,0,0,0,0,2,0.642161299067936,0.279697328244275
OTU_561,0,0,0,0,0,0,0,1,8,0.57408837715872,0.32445368852459
OTU_1112,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_2902,,,,,,,,,,,
OTU_2474,1,0,0,0,0,0,0,0,1,0.395628284037472,0.887354736328125
OTU_967,0,0,0,1,0,0,0,0,4,0.258198889747161,1
OTU_2334,0,0,0,0,0,0,0,1,8,0.596284793999944,0.454698231511254
OTU_940,0,0,0,0,0,0,1,0,7,0.632455532033676,0.32445368852459
OTU_622,0,0,0,1,0,0,0,0,4,0.524205036175932,0.595743203883495
OTU_1506,,,,,,,,,,,
OTU_805,0,0,0,0,0,0,1,0,7,0.351865775274498,0.895020463320463
OTU_1010,0,0,1,0,0,0,0,0,3,0.333333333333333,1
OTU_994,0,0,0,1,0,0,0,0,4,0.304290309725092,0.887354736328125
OTU_2945,0,0,0,1,0,0,0,0,4,0.333333333333333,1
OTU_2022,0,0,0,0,1,0,0,0,5,0.447213595499958,0.887354736328125
OTU_2480,0,0,0,0,0,0,0,1,8,0.447213595499958,0.887354736328125
OTU_835,0,0,0,0,0,0,1,0,7,0.632455532033676,0.32445368852459
OTU_660,0,0,0,0,0,0,0,1,8,0.569494797451499,0.467963513513514
OTU_1093,0,0,0,1,0,0,0,0,4,0.421637021355784,0.685186111111111
