s.Endo,s.Epi,s.Lit,s.Soil,index,stat,p.value
OTU_672,0,1,1,0,8,0.654653670707977,0.0102
OTU_1070,0,0,0,1,4,0.316227766016838,0.6013
OTU_2512,0,0,0,1,4,0.316227766016838,0.6126
OTU_1094,0,0,0,1,4,0.316227766016838,0.6091
OTU_289,0,1,1,0,8,0.862707332986228,0.0001
OTU_402,0,0,1,0,3,0.316227766016838,0.6081
OTU_113,0,0,1,1,10,0.316227766016838,0.582
OTU_372,0,0,0,1,4,1,0.0001
OTU_580,0,0,0,1,4,0.632455532033676,0.0025
OTU_1334,0,0,0,1,4,0.547722557505166,0.0207
OTU_195,0,0,1,0,3,0.447213595499958,0.1122
OTU_297,1,1,1,0,11,0.623609564462324,0.0985
OTU_354,0,0,1,0,3,0.774596669241483,0.0001
OTU_376,0,0,0,1,4,0.774596669241483,0.0001
OTU_439,0,0,0,1,4,0.316227766016838,0.6187
OTU_588,0,1,1,0,8,0.566946709513841,0.0611
OTU_333,0,0,0,1,4,0.707106781186548,0.0004
OTU_788,0,0,0,1,4,0.547722557505166,0.0201
OTU_2194,0,0,1,1,10,0.547722557505166,0.042
OTU_751,0,0,1,0,3,0.447213595499958,0.1107
OTU_187,1,1,1,0,11,0.816496580927726,0.0026
OTU_3058,0,0,1,0,3,0.316227766016838,0.6081
OTU_886,0,0,0,1,4,0.316227766016838,0.5928
OTU_931,1,0,1,0,6,0.547021696619878,0.032
OTU_360,0,1,0,1,9,0.5,0.1981
OTU_720,0,0,0,1,4,0.316227766016838,0.6187
OTU_430,0,0,0,1,4,0.547722557505166,0.0186
OTU_342,1,1,1,0,11,0.833333333333333,0.0011
OTU_568,0,0,0,1,4,0.316227766016838,0.6137
OTU_1569,0,1,1,0,8,0.327326835353989,0.6932
OTU_458,0,0,1,0,3,0.316227766016838,0.6118
OTU_1772,0,1,0,0,2,0.235702260395516,1
OTU_771,0,0,1,1,10,0.447213595499958,0.1439
OTU_974,0,0,0,1,4,0.632455532033676,0.003
OTU_323,1,0,0,0,1,0.600871460154255,0.0465
OTU_1091,0,0,0,1,4,0.447213595499958,0.1103
OTU_2624,0,0,1,1,10,0.316227766016838,0.5697
OTU_3011,0,0,1,0,3,0.316227766016838,0.6007
OTU_400,0,1,0,0,2,0.6649226921193,0.0082
OTU_1098,0,0,0,1,4,0.316227766016838,0.6036
OTU_2230,0,1,1,0,8,0.267261241912424,1
OTU_519,0,0,0,1,4,0.547722557505166,0.0186
OTU_234,0,0,0,1,4,0.894427190999916,0.0001
OTU_373,0,0,0,1,4,0.547722557505166,0.0186
OTU_357,0,0,0,1,4,0.774596669241483,0.0001
OTU_507,1,0,1,0,6,0.333333333333333,0.4887
OTU_428,0,0,1,0,3,0.316227766016838,0.6053
OTU_724,0,1,1,0,8,0.597614304667197,0.0406
OTU_330,0,0,0,1,4,0.447213595499958,0.1163
OTU_337,0,0,0,1,4,0.316227766016838,0.6158
OTU_196,0,0,1,0,3,0.447213595499958,0.1107
OTU_1742,0,0,0,1,4,0.316227766016838,0.6036
OTU_300,1,1,1,0,11,0.726483157256779,0.0157
OTU_1647,1,0,0,0,1,0.349489423506431,0.1872
OTU_1495,0,1,1,0,8,0.267261241912424,1
OTU_1491,0,0,1,1,10,0.387298334620742,0.3517
OTU_294,0,0,1,0,3,0.547722557505166,0.0205
OTU_1014,0,1,0,0,2,0.508328567775349,0.0817
OTU_202,0,0,0,1,4,0.751742162626101,0.0016
OTU_535,0,0,0,1,4,0.547722557505166,0.0177
OTU_1020,0,0,0,1,4,0.447213595499958,0.1139
OTU_1857,0,1,0,0,2,0.235702260395516,1
OTU_1229,0,1,0,0,2,0.333333333333333,0.4219
OTU_158,0,0,0,1,4,0.316227766016838,0.6101
OTU_2044,0,0,0,1,4,0.316227766016838,0.6091
OTU_3086,0,0,0,1,4,0.547722557505166,0.022
OTU_393,0,0,1,0,3,0.547722557505166,0.0179
OTU_747,0,0,0,1,4,0.447213595499958,0.1112
OTU_278,0,0,0,1,4,0.447213595499958,0.1207
OTU_1411,0,0,0,1,4,0.316227766016838,0.5928
OTU_510,0,0,0,1,4,0.622996789718856,0.009
OTU_2277,0,0,0,1,4,0.316227766016838,0.6036
OTU_570,0,0,1,0,3,0.61913918736689,0.0038
OTU_1058,0,0,0,1,4,0.774596669241483,0.0002
OTU_1161,0,1,0,0,2,0.408248290463863,0.2275
OTU_318,0,1,0,0,2,0.677596356818118,0.0095
OTU_545,0,0,0,1,4,0.632455532033676,0.0042
OTU_3243,,,,,,,
OTU_918,0,0,1,0,3,0.447213595499958,0.1112
OTU_298,0,1,1,0,8,0.707106781186548,0.0052
OTU_1579,0,1,0,0,2,0.378456294262186,0.4672
OTU_193,0,0,1,1,10,0.741619848709566,0.0012
OTU_285,0,0,1,0,3,0.316227766016838,0.6069
OTU_288,0,0,0,1,4,0.547722557505166,0.0186
OTU_239,0,1,0,0,2,0.725982076734634,0.0073
OTU_1993,1,0,1,0,6,0.333333333333333,0.4217
OTU_473,0,0,0,1,4,0.632455532033676,0.0042
OTU_455,0,0,0,1,4,0.442974508402391,0.1197
OTU_420,0,0,1,0,3,0.632455532033676,0.0028
OTU_598,0,0,0,1,4,0.547722557505166,0.0186
OTU_476,0,0,1,0,3,0.397359707119513,0.2882
OTU_175,1,1,1,0,11,0.707106781186548,0.0218
OTU_427,0,0,1,0,3,0.547722557505166,0.0186
OTU_2042,0,1,0,0,2,0.235702260395516,1
OTU_926,0,0,1,0,3,0.547722557505166,0.021
OTU_2644,0,0,0,1,4,0.447213595499958,0.1186
OTU_1446,0,0,0,1,4,0.316227766016838,0.6036
OTU_796,1,1,1,0,11,0.471404520791032,0.435
OTU_154,0,0,1,0,3,0.707106781186548,0.0006
OTU_855,0,0,0,1,4,0.316227766016838,0.6013
OTU_2412,0,0,1,1,10,0.387298334620742,0.3614
OTU_2001,0,1,1,0,8,0.267261241912424,1
OTU_2609,,,,,,,
OTU_495,0,1,1,0,8,0.422577127364258,0.3758
OTU_2921,0,1,0,0,2,0.235702260395516,1
OTU_968,0,0,0,1,4,0.447213595499958,0.1155
OTU_533,0,1,0,0,2,0.767834071266528,0.0008
OTU_272,0,1,0,0,2,0.408248290463863,0.293
OTU_638,0,0,1,1,10,0.387298334620742,0.3231
OTU_489,1,1,1,0,11,0.577350269189626,0.1842
OTU_2966,0,0,0,1,4,0.447213595499958,0.1114
OTU_543,1,1,1,0,11,0.666666666666667,0.0451
OTU_1150,0,1,0,0,2,0.471404520791032,0.0908
OTU_590,0,1,0,0,2,0.722494642593071,0.0013
OTU_534,1,1,0,0,5,0.739525077720585,0.0282
OTU_2403,0,0,1,1,10,0.387298334620742,0.3139
OTU_944,0,0,1,1,10,0.387298334620742,0.3089
OTU_699,1,0,0,0,1,0.353553390593274,0.1802
OTU_2391,0,0,1,0,3,0.447213595499958,0.1107
OTU_710,0,0,1,0,3,0.316227766016838,0.6069
OTU_305,1,1,0,0,5,0.58326172431119,0.048
OTU_1000,0,0,0,1,4,0.447213595499958,0.1186
OTU_352,1,1,1,0,11,0.333333333333333,0.7991
OTU_990,0,0,1,0,3,0.447213595499958,0.1139
OTU_523,0,0,0,1,4,0.447213595499958,0.1191
OTU_902,0,0,1,0,3,0.447213595499958,0.116
OTU_2313,0,0,1,0,3,0.447213595499958,0.1112
OTU_761,0,0,0,1,4,0.447213595499958,0.1103
OTU_531,0,1,1,0,8,0.707106781186548,0.006
OTU_1553,0,0,0,1,4,0.316227766016838,0.6187
OTU_403,0,0,0,1,4,0.316227766016838,0.6013
OTU_386,0,0,0,1,4,0.447213595499958,0.1155
OTU_320,0,0,1,0,3,0.690698356870411,0.0015
OTU_384,0,0,1,0,3,0.295121626102779,0.7545
OTU_511,0,0,0,1,4,0.770674635588453,0.0004
OTU_654,0,0,0,1,4,0.547722557505166,0.0203
OTU_205,0,0,1,0,3,0.447213595499958,0.1166
OTU_681,0,0,1,0,3,0.447213595499958,0.1112
OTU_2039,0,1,0,0,2,0.235702260395516,1
OTU_127,1,0,1,0,6,0.804004122471861,0.003
OTU_347,0,1,0,0,2,0.668416450953586,0.0064
OTU_421,0,0,0,1,4,0.316227766016838,0.6101
OTU_1580,0,0,0,1,4,0.474341649025257,0.0447
OTU_615,1,1,1,0,11,0.471404520791032,0.4158
OTU_233,1,1,1,0,11,0.707106781186548,0.0284
OTU_687,0,0,1,0,3,0.632455532033676,0.0026
OTU_604,0,0,1,0,3,0.547722557505166,0.021
OTU_436,0,0,1,1,10,0.447213595499958,0.1557
OTU_2428,0,0,0,1,4,0.316227766016838,0.6036
OTU_2687,0,1,0,0,2,0.52704627669473,0.0435
OTU_1130,0,0,1,0,3,0.316227766016838,0.6081
OTU_696,0,0,0,1,4,0.526234811584217,0.0209
OTU_2877,0,0,0,1,4,0.447213595499958,0.1103
OTU_1290,0,1,0,0,2,0.408248290463863,0.2463
OTU_442,1,0,0,0,1,0.405931389452384,0.202
OTU_247,0,0,0,1,4,0.543796180304979,0.0355
OTU_1619,0,0,1,1,10,0.316227766016838,0.5204
OTU_1526,0,0,1,0,3,0.358568582800318,0.3613
OTU_1066,0,0,0,1,4,0.316227766016838,0.6091
OTU_1079,0,1,0,0,2,0.235702260395516,1
OTU_656,1,0,0,0,1,0.341282599063992,0.3986
OTU_759,0,1,1,0,8,0.462910049886276,0.2484
OTU_350,0,0,1,0,3,0.520180963986686,0.0477
OTU_767,0,0,1,0,3,0.547722557505166,0.0194
OTU_988,0,0,1,0,3,0.316227766016838,0.6121
OTU_684,0,1,1,0,8,0.713699994044297,0.0065
OTU_3057,0,1,0,0,2,0.235702260395516,1
OTU_1031,0,0,0,1,4,0.316227766016838,0.5928
OTU_1323,0,0,1,0,3,0.447213595499958,0.1117
OTU_791,1,1,1,0,11,0.417868898239427,0.8616
OTU_477,0,0,1,1,10,0.547722557505166,0.05
OTU_909,0,1,1,0,8,0.434637520741238,0.5689
OTU_1106,0,1,1,0,8,0.377964473009227,0.581
OTU_1460,0,1,0,0,2,0.235702260395516,1
OTU_765,0,0,1,0,3,0.547722557505166,0.0195
OTU_956,1,0,0,0,1,0.428668643368771,0.3781
OTU_327,0,0,1,0,3,0.627717970705212,0.0058
OTU_151,1,1,1,0,11,0.645497224367903,0.0867
OTU_551,0,0,1,0,3,0.447213595499958,0.1107
OTU_529,0,0,1,0,3,0.316227766016838,0.6053
OTU_3126,,,,,,,
OTU_319,0,0,1,0,3,0.625543242171224,0.0141
OTU_2189,0,0,1,0,3,0.316227766016838,0.6053
OTU_610,0,0,0,1,4,0.547722557505166,0.0186
OTU_1590,0,1,0,0,2,0.408248290463863,0.2341
OTU_1497,0,0,0,1,4,0.547722557505166,0.0186
OTU_627,1,1,1,0,11,0.471404520791032,0.4808
OTU_2376,0,0,0,1,4,0.547722557505166,0.0186
OTU_2350,0,0,0,1,4,0.547722557505166,0.0186
OTU_392,0,0,1,0,3,0.316227766016838,0.6053
OTU_315,0,0,1,1,10,0.498182473083571,0.1032
OTU_408,0,1,0,0,2,0.517433683804222,0.0528
OTU_349,1,1,0,0,5,0.542769765188955,0.2124
OTU_1125,0,0,1,0,3,0.316227766016838,0.6069
OTU_554,0,0,1,0,3,0.547722557505166,0.016
OTU_657,0,1,1,0,8,0.462910049886276,0.2426
OTU_899,0,1,0,0,2,0.471404520791032,0.103
OTU_845,0,1,1,0,8,0.422577127364258,0.3954
OTU_220,1,1,1,0,11,0.707106781186548,0.023
OTU_705,0,0,1,0,3,0.447213595499958,0.1148
OTU_453,0,0,0,1,4,0.547722557505166,0.0186
OTU_1455,0,0,0,1,4,0.316227766016838,0.6091
OTU_1036,0,1,0,0,2,0.781735959970572,0.0001
OTU_3055,0,1,0,0,2,0.235702260395516,1
OTU_741,0,1,0,0,2,0.333333333333333,0.4832
OTU_589,0,0,0,1,4,0.632455532033676,0.0028
OTU_631,0,0,0,1,4,0.547722557505166,0.0186
OTU_973,0,0,1,0,3,0.316227766016838,0.6081
OTU_3279,1,0,0,0,1,0.480795573567024,0.2861
OTU_2559,0,0,0,1,4,0.547722557505166,0.0186
OTU_223,1,1,1,0,11,0.881917103688197,0.0002
OTU_217,0,0,1,1,10,0.316227766016838,0.5748
OTU_2234,0,1,1,0,8,0.327326835353989,0.6908
OTU_678,0,0,0,1,4,0.316227766016838,0.6187
OTU_746,0,1,0,0,2,0.445435403187374,0.3216
OTU_444,0,0,0,1,4,0.547722557505166,0.0199
OTU_1121,0,0,0,1,4,0.547722557505166,0.0186
OTU_454,0,0,0,1,4,0.447213595499958,0.1145
OTU_3162,0,0,0,1,4,0.316227766016838,0.5928
OTU_635,0,0,0,1,4,0.535683228913441,0.0222
OTU_866,0,0,1,1,10,0.316227766016838,0.5787
OTU_1239,0,1,0,0,2,0.408248290463863,0.2518
OTU_423,0,0,0,1,4,0.774596669241483,0.0001
OTU_244,0,1,1,0,8,0.462910049886276,0.253
OTU_669,0,0,0,1,4,0.894427190999916,0.0001
OTU_1990,0,0,0,1,4,0.547722557505166,0.0214
OTU_628,0,0,0,1,4,0.894427190999916,0.0001
OTU_1546,1,0,1,0,6,0.419721101576759,0.371
OTU_2429,0,1,0,0,2,0.235702260395516,1
OTU_912,0,0,0,1,4,0.547722557505166,0.0186
OTU_474,1,1,1,0,11,0.666666666666667,0.0356
OTU_612,0,0,0,1,4,0.447213595499958,0.1109
OTU_307,0,0,1,0,3,0.744678087864451,0.0003
OTU_292,0,0,0,1,4,0.547722557505166,0.0209
OTU_256,0,1,1,0,8,0.770173812761349,0.0182
OTU_879,0,1,1,0,8,0.654653670707977,0.012
OTU_1371,0,1,1,0,8,0.422577127364258,0.35
OTU_3181,0,0,0,1,4,0.316227766016838,0.6036
OTU_1463,0,1,1,0,8,0.422577127364258,0.3617
OTU_727,0,0,1,0,3,0.447213595499958,0.1128
OTU_472,0,0,1,0,3,0.447213595499958,0.1112
OTU_873,1,0,0,0,1,0.451096854448159,0.0529
OTU_688,0,1,1,1,14,0.429197537639476,0.6413
OTU_567,0,1,1,0,8,0.513405251290937,0.2247
OTU_296,0,1,0,0,2,0.726116760354059,0.007
OTU_581,1,1,1,0,11,0.288675134594813,0.9188
OTU_1687,0,0,0,1,4,0.316227766016838,0.6036
OTU_689,0,0,0,1,4,0.547722557505166,0.0201
OTU_170,0,0,1,0,3,0.547722557505166,0.0194
OTU_769,0,0,0,1,4,0.547722557505166,0.0186
OTU_683,1,0,0,0,1,0.723452788588417,0.0025
OTU_712,0,0,1,0,3,0.526234811584217,0.0239
OTU_2181,0,0,0,1,4,0.447213595499958,0.1112
OTU_901,0,0,0,1,4,0.316227766016838,0.6091
OTU_500,0,0,1,0,3,0.447213595499958,0.1112
OTU_492,1,0,1,0,6,0.59085096203276,0.0786
OTU_262,0,0,1,0,3,0.447213595499958,0.1143
OTU_1433,0,1,0,0,2,0.235702260395516,1
OTU_429,1,0,1,0,6,0.458734902135984,0.3012
OTU_422,0,0,1,0,3,0.418330013267038,0.1774
OTU_1780,0,1,0,0,2,0.235702260395516,1
OTU_484,0,1,0,0,2,0.654507591565088,0.0063
OTU_286,1,1,1,0,11,0.833333333333333,0.0014
OTU_882,0,0,0,1,4,0.316227766016838,0.6091
OTU_600,0,0,0,1,4,0.316227766016838,0.6187
OTU_509,0,0,1,0,3,0.532290647422377,0.0325
OTU_343,1,0,0,0,1,0.35245197548507,0.1821
OTU_1117,0,0,0,1,4,0.316227766016838,0.6091
OTU_388,0,0,0,1,4,0.894427190999916,0.0001
OTU_738,0,0,1,0,3,0.526234811584218,0.0495
OTU_682,1,1,1,0,11,0.577350269189626,0.1551
OTU_377,0,1,1,0,8,0.641426980589819,0.0512
OTU_2841,0,1,0,0,2,0.408248290463863,0.2627
OTU_987,0,1,0,0,2,0.619914565488338,0.0108
OTU_1126,0,0,1,0,3,0.447213595499958,0.1105
OTU_464,0,0,1,0,3,0.535129551009507,0.0563
OTU_1124,0,0,0,1,4,0.547722557505166,0.0197
OTU_564,0,0,1,1,10,0.547722557505166,0.0316
OTU_232,1,1,1,0,11,0.645497224367903,0.0853
OTU_2415,,,,,,,
OTU_1320,0,1,0,0,2,0.408248290463863,0.294
OTU_344,0,0,0,1,4,0.894427190999916,0.0001
OTU_693,0,1,0,0,2,0.521640530957301,0.0612
OTU_760,0,1,1,0,8,0.462910049886276,0.2265
OTU_2276,,,,,,,
OTU_1623,0,1,0,0,2,0.235702260395516,1
OTU_701,1,1,0,0,5,0.418121005003545,0.3479
OTU_3232,0,0,0,1,4,0.447213595499958,0.1172
OTU_804,1,1,1,0,11,0.333333333333333,0.7975
OTU_1605,0,0,0,1,4,0.447213595499958,0.1109
OTU_1210,0,0,0,1,4,0.447213595499958,0.1129
OTU_1075,0,1,1,0,8,0.377964473009227,0.5152
OTU_847,0,0,0,1,4,0.447213595499958,0.1103
OTU_506,0,0,1,0,3,0.447213595499958,0.1107
OTU_1514,0,0,0,1,4,0.632455532033676,0.0042
OTU_829,0,0,0,1,4,0.316227766016838,0.6013
OTU_1276,0,0,0,1,4,0.296318878994877,0.7569
OTU_1883,0,1,1,0,8,0.422577127364258,0.3673
OTU_537,0,1,1,0,8,0.626783170528009,0.0253
OTU_1219,0,1,1,0,8,0.422577127364258,0.3625
OTU_374,0,0,1,0,3,0.612372435695794,0.0127
OTU_478,0,1,1,0,8,0.566946709513841,0.0591
OTU_1668,0,0,1,0,3,0.316227766016838,0.6118
OTU_1351,0,0,0,1,4,0.447213595499958,0.1155
OTU_993,0,1,1,0,8,0.534522483824849,0.0989
OTU_1113,0,0,1,0,3,0.447213595499958,0.1107
OTU_839,0,0,1,0,3,0.447213595499958,0.1107
OTU_1716,0,0,1,0,3,0.707106781186548,0.0003
OTU_1107,0,0,1,0,3,0.447213595499958,0.114
OTU_3154,,,,,,,
OTU_1012,0,1,1,0,8,0.422577127364258,0.3631
OTU_943,0,0,1,0,3,0.503115294937453,0.0349
OTU_606,0,0,1,0,3,0.582575265003535,0.0075
OTU_542,0,0,1,0,3,0.506166355620406,0.1055
OTU_1166,0,0,1,1,10,0.447213595499958,0.1198
OTU_1234,0,0,0,1,4,0.316227766016838,0.6126
OTU_887,0,0,0,1,4,0.423151972254693,0.0991
OTU_1206,0,0,0,1,4,0.547722557505166,0.0186
OTU_299,0,1,0,0,2,0.679459559254868,0.0071
OTU_321,0,0,1,1,10,0.387298334620742,0.278
OTU_582,0,0,0,1,4,0.547722557505166,0.0186
OTU_237,0,0,1,0,3,0.686802819743445,0.0023
OTU_1642,0,1,0,1,9,0.267261241912424,1
OTU_414,0,0,1,0,3,0.316227766016838,0.6016
OTU_1078,0,0,1,0,3,0.447213595499958,0.1148
OTU_3027,0,0,0,1,4,0.316227766016838,0.6036
OTU_3367,0,0,0,1,4,0.316227766016838,0.5928
OTU_1347,0,1,0,0,2,0.577350269189626,0.0222
OTU_2013,0,1,0,0,2,0.235702260395516,1
OTU_2149,0,0,0,1,4,0.316227766016838,0.6187
OTU_2292,0,0,0,1,4,0.547722557505166,0.0204
OTU_3300,0,0,0,1,4,0.316227766016838,0.6091
OTU_2702,0,0,0,1,4,0.316227766016838,0.6091
OTU_775,0,0,1,0,3,0.447213595499958,0.1134
OTU_2573,0,1,0,0,2,0.333333333333333,0.4161
OTU_721,0,0,0,1,4,0.316227766016838,0.6101
OTU_2670,0,0,0,1,4,0.447213595499958,0.1103
OTU_1562,0,0,1,0,3,0.447213595499958,0.1112
OTU_903,0,1,1,0,8,0.422577127364258,0.3872
OTU_1310,0,1,0,0,2,0.483249407829082,0.1918
OTU_649,0,0,1,0,3,0.316227766016838,0.6069
OTU_639,0,0,0,1,4,0.447213595499958,0.1191
OTU_348,0,1,1,0,8,0.707106781186548,0.0053
OTU_1074,0,0,0,1,4,0.316227766016838,0.6036
OTU_1116,0,0,0,1,4,0.547722557505166,0.0186
OTU_2287,0,1,1,0,8,0.267261241912424,1
OTU_1332,0,0,1,0,3,0.316227766016838,0.6075
OTU_1999,0,0,0,1,4,0.316227766016838,0.6091
OTU_594,0,0,0,1,4,0.547722557505166,0.0199
OTU_1473,0,0,0,1,4,0.447213595499958,0.1191
OTU_1152,1,1,1,0,11,0.471404520791032,0.4314
OTU_508,1,1,1,0,11,0.5,0.3032
OTU_963,0,0,0,1,4,0.531368931324057,0.0217
OTU_744,0,0,1,0,3,0.447213595499958,0.1196
OTU_575,0,1,0,0,2,0.712375345220925,0.0017
OTU_1621,0,0,0,1,4,0.316227766016838,0.5928
OTU_1581,0,0,1,0,3,0.316227766016838,0.6069
OTU_997,0,0,0,1,4,0.316227766016838,0.6013
OTU_1307,0,0,1,0,3,0.316227766016838,0.6081
OTU_1976,0,1,0,0,2,0.408248290463863,0.1929
OTU_729,0,0,0,1,4,0.447213595499958,0.1207
OTU_1028,0,1,0,0,2,0.471404520791032,0.084
OTU_2917,0,0,0,1,4,0.447213595499958,0.1103
OTU_716,0,0,1,0,3,0.545705156331749,0.0617
OTU_269,0,0,1,0,3,0.539841246505462,0.0437
OTU_539,0,0,0,1,4,0.316227766016838,0.6137
OTU_424,0,1,1,0,8,0.707106781186548,0.0082
OTU_2100,0,1,0,0,2,0.333333333333333,0.4158
OTU_650,0,0,0,1,4,0.774596669241483,0.0003
OTU_1871,0,0,0,1,4,0.316227766016838,0.6158
OTU_2524,0,1,0,1,9,0.377964473009227,0.4911
OTU_355,0,0,1,1,10,0.387298334620742,0.3068
OTU_2462,0,0,0,1,4,0.447213595499958,0.1103
OTU_888,0,0,0,1,4,0.547722557505166,0.0197
OTU_1087,0,0,0,1,4,0.547722557505166,0.0187
OTU_800,0,0,1,0,3,0.615587011251092,0.0049
OTU_736,0,0,0,1,4,0.316227766016838,0.6101
OTU_513,0,0,0,1,4,0.447213595499958,0.1182
OTU_645,0,0,0,1,4,0.316227766016838,0.6036
OTU_770,1,1,1,0,11,0.666666666666667,0.0371
OTU_954,0,0,1,1,10,0.387298334620742,0.3101
OTU_1134,0,0,1,0,3,0.447213595499958,0.1107
OTU_557,0,0,1,0,3,0.6,0.008
OTU_655,1,1,1,0,11,0.552770798392567,0.1776
OTU_1511,0,0,1,0,3,0.279751442472094,0.7562
OTU_758,0,0,0,1,4,0.316227766016838,0.6091
OTU_1535,0,0,0,1,4,0.632455532033676,0.0031
OTU_725,1,1,0,0,5,0.339683110243379,0.4374
OTU_339,0,0,1,1,10,0.5,0.0553
OTU_2552,1,1,1,0,11,0.372677996249965,0.6209
OTU_651,0,0,0,1,4,0.447213595499958,0.1103
OTU_624,0,1,0,0,2,0.52704627669473,0.048
OTU_983,0,0,0,1,4,0.547722557505166,0.0199
OTU_1763,0,0,0,1,4,0.447213595499958,0.1149
OTU_778,0,1,0,0,2,0.623609564462324,0.0078
OTU_463,0,0,1,0,3,0.447213595499958,0.1132
OTU_2004,0,0,0,1,4,0.316227766016838,0.6036
OTU_980,0,0,0,1,4,0.58878405775519,0.0101
OTU_2180,0,0,0,1,4,0.632455532033676,0.0033
OTU_777,0,0,0,1,4,0.447213595499958,0.1112
OTU_592,1,1,1,0,11,0.5,0.3196
OTU_1948,1,0,0,0,1,0.596667963131798,0.0095
OTU_2327,0,0,1,0,3,0.316227766016838,0.6121
OTU_530,0,0,0,1,4,0.547722557505166,0.0196
OTU_1209,0,0,0,1,4,0.316227766016838,0.6091
OTU_467,0,0,0,1,4,0.707106781186548,0.0005
OTU_862,0,0,1,0,3,0.316227766016838,0.6069
OTU_395,0,0,1,0,3,0.445343183307207,0.3901
OTU_367,1,1,0,0,5,0.554700196225229,0.0451
OTU_406,0,1,1,0,8,0.462910049886276,0.2351
OTU_413,0,0,0,1,4,0.447213595499958,0.1144
OTU_1177,0,0,1,1,10,0.316227766016838,0.5808
OTU_1287,0,1,0,0,2,0.333333333333333,0.4188
OTU_666,0,0,0,1,4,0.547722557505166,0.0186
OTU_838,0,1,0,0,2,0.581518917325765,0.0472
OTU_742,1,0,0,0,1,0.5,0.0269
OTU_617,0,0,0,1,4,0.447213595499958,0.1155
OTU_2703,0,0,0,1,4,0.316227766016838,0.6158
OTU_1194,0,0,0,1,4,0.632455532033676,0.0042
OTU_203,0,0,0,1,4,0.547722557505166,0.0186
OTU_459,0,0,1,0,3,0.316227766016838,0.6118
OTU_1754,0,1,0,0,2,0.577350269189626,0.0463
OTU_1284,0,0,0,1,4,0.316227766016838,0.6036
OTU_1268,0,0,0,1,4,0.611576629725151,0.0055
OTU_646,0,0,0,1,4,0.632455532033676,0.0037
OTU_2105,0,1,0,0,2,0.707106781186548,0.0007
OTU_410,0,0,0,1,4,0.316227766016838,0.6013
OTU_692,0,0,0,1,4,0.547722557505166,0.0207
OTU_2373,,,,,,,
OTU_1086,0,0,0,1,4,0.632455532033676,0.003
OTU_579,0,0,0,1,4,0.547722557505166,0.0186
OTU_2091,0,0,0,1,4,0.447213595499958,0.1109
OTU_2322,0,0,0,1,4,0.437207550801534,0.0906
OTU_2299,0,0,0,1,4,0.430458032387664,0.299
OTU_541,0,0,1,0,3,0.632455532033676,0.0039
OTU_532,0,0,1,0,3,0.707106781186548,0.0002
OTU_619,0,1,1,0,8,0.422577127364258,0.3699
OTU_833,1,1,0,1,12,0.372677996249965,0.7363
OTU_1882,0,0,0,1,4,0.547722557505166,0.0204
OTU_334,0,0,1,0,3,0.632455532033676,0.0026
OTU_1081,0,1,0,0,2,0.408248290463863,0.238
OTU_780,0,0,0,1,4,0.632455532033676,0.0026
OTU_2098,0,0,0,1,4,0.316227766016838,0.6036
OTU_3395,0,0,0,1,4,0.316227766016838,0.6137
OTU_370,0,0,0,1,4,0.547722557505166,0.0197
OTU_1712,,,,,,,
OTU_546,0,0,0,1,4,0.547722557505166,0.0207
OTU_1996,0,1,0,0,2,0.765799479505416,0.0011
OTU_1096,0,0,1,0,3,0.316227766016838,0.6069
OTU_1870,0,1,0,0,2,0.333333333333333,0.4102
OTU_1269,,,,,,,
OTU_1266,0,0,0,1,4,0.447213595499958,0.1112
OTU_426,0,1,1,0,8,0.422577127364258,0.3653
OTU_794,0,0,0,1,4,0.894427190999916,0.0001
OTU_382,0,0,0,1,4,0.632455532033676,0.0026
OTU_1830,0,0,0,1,4,0.547722557505166,0.0187
OTU_830,0,1,0,0,2,0.481125224324688,0.1819
OTU_1128,0,1,0,0,2,0.666666666666667,0.0031
OTU_505,0,0,0,1,4,0.598243041616119,0.0132
OTU_524,0,1,0,0,2,0.456435464587638,0.1838
OTU_870,0,0,1,0,3,0.447213595499958,0.1107
OTU_822,0,0,0,1,4,0.547722557505166,0.0187
OTU_583,0,0,0,1,4,0.447213595499958,0.1112
OTU_642,0,0,0,1,4,0.441831767763234,0.1428
OTU_633,0,1,1,0,8,0.566946709513841,0.0559
OTU_448,0,0,0,1,4,0.547722557505166,0.0179
OTU_2007,0,0,0,1,4,0.316227766016838,0.6126
OTU_486,0,1,0,0,2,0.676569640815518,0.0046
OTU_1887,0,0,0,1,4,0.447213595499958,0.1182
OTU_707,0,0,0,1,4,0.447213595499958,0.1103
OTU_356,0,1,1,0,8,0.755928946018454,0.0008
OTU_1867,1,1,0,0,5,0.339683110243379,0.3997
OTU_1618,0,1,0,0,2,0.408248290463863,0.2511
OTU_1889,,,,,,,
OTU_2619,0,0,0,1,4,0.894427190999916,0.0001
OTU_450,0,0,1,1,10,0.591607978309962,0.0251
OTU_1137,0,0,0,1,4,0.447213595499958,0.1112
OTU_1029,0,1,0,0,2,0.235702260395516,1
OTU_249,0,1,1,0,8,0.561184255713178,0.0995
OTU_675,0,0,0,1,4,0.547722557505166,0.0216
OTU_748,1,1,1,0,11,0.52704627669473,0.2834
OTU_1396,0,0,1,0,3,0.316227766016838,0.6069
OTU_613,0,1,1,0,8,0.422577127364258,0.3581
OTU_811,0,1,0,0,2,0.623609564462324,0.0084
OTU_1829,0,0,1,0,3,0.4,0.2895
