s.Endo,s.Epi,s.Lit,s.Soil,index,stat,p.value
OTU_704,0,0,1,0,3,0.316227766016838,0.6007
OTU_1141,0,0,0,1,4,0.547722557505166,0.0186
OTU_703,0,0,1,0,3,0.447213595499958,0.1112
OTU_2300,0,0,0,1,4,0.316227766016838,0.6153
OTU_629,0,0,0,1,4,0.786912173772124,0.0002
OTU_948,1,1,0,0,5,0.430530848909618,0.347
OTU_945,0,0,1,0,3,0.447213595499958,0.1112
OTU_501,0,0,1,0,3,0.421037679160342,0.188
OTU_932,0,1,0,0,2,0.408248290463863,0.2873
OTU_457,0,1,0,0,2,0.774861743800823,0.0003
OTU_2892,,,,,,,
OTU_754,0,0,0,1,4,0.436330855412055,0.0766
OTU_2771,0,0,0,1,4,0.447213595499958,0.1103
OTU_2355,0,1,0,0,2,0.235702260395516,1
OTU_611,0,0,1,0,3,0.547722557505166,0.0186
OTU_1103,1,0,0,0,1,0.5,0.0268
OTU_544,1,1,1,0,11,0.552770798392567,0.2256
OTU_2352,0,0,0,1,4,0.316227766016838,0.6153
OTU_897,0,0,0,1,4,0.547722557505166,0.0186
OTU_2699,0,0,0,1,4,0.316227766016838,0.6036
OTU_1418,,,,,,,
OTU_877,0,1,0,0,2,0.569275042553311,0.028
OTU_1274,0,0,0,1,4,0.632455532033676,0.0034
OTU_1080,1,1,0,0,5,0.564241900294414,0.1115
OTU_868,0,0,0,1,4,0.316227766016838,0.6036
OTU_1279,0,1,0,0,2,0.52704627669473,0.0393
OTU_784,0,0,1,0,3,0.447213595499958,0.1163
OTU_1151,0,1,0,0,2,0.408248290463863,0.2623
OTU_921,0,0,0,1,4,0.447213595499958,0.1155
OTU_626,0,0,1,0,3,0.632455532033676,0.0026
OTU_1329,0,0,0,1,4,0.316227766016838,0.6187
OTU_1383,0,0,0,1,4,0.316227766016838,0.6187
OTU_1490,0,0,0,1,4,0.316227766016838,0.6153
OTU_1592,0,0,0,1,4,0.447213595499958,0.1129
OTU_1537,0,1,0,0,2,0.535218024111047,0.0441
OTU_959,0,1,0,0,2,0.471404520791032,0.0941
OTU_910,0,0,0,1,4,0.316227766016838,0.6013
OTU_840,0,1,1,0,8,0.462910049886276,0.2372
OTU_573,1,1,1,0,11,0.52704627669473,0.2493
OTU_1341,1,0,0,0,1,0.338815463589469,0.2638
OTU_517,0,0,1,0,3,0.5,0.0464
OTU_1182,0,1,0,0,2,0.52704627669473,0.0422
OTU_620,0,1,1,0,8,0.597614304667197,0.0401
OTU_549,1,1,0,0,5,0.392232270276368,0.4513
OTU_398,0,0,1,0,3,0.632455532033676,0.0029
OTU_1196,0,0,0,1,4,0.547722557505166,0.0207
OTU_961,0,0,0,1,4,0.447213595499958,0.1103
OTU_1122,0,0,0,1,4,0.524404424085076,0.0317
OTU_418,1,1,1,0,11,0.408248290463863,0.6238
OTU_515,0,0,1,0,3,0.547722557505166,0.0197
OTU_2273,0,1,0,0,2,0.235702260395516,1
OTU_416,0,0,0,1,4,0.547722557505166,0.0188
OTU_1246,0,0,1,1,10,0.316227766016838,0.5785
OTU_1984,0,1,0,0,2,0.235702260395516,1
OTU_2342,0,1,0,0,2,0.596015975234761,0.0161
OTU_1941,0,0,1,0,3,0.316227766016838,0.6069
OTU_375,0,0,1,0,3,0.707106781186548,0.0003
OTU_843,0,1,0,0,2,0.561766725646324,0.0354
OTU_1060,1,1,0,0,5,0.392232270276368,0.3872
OTU_1205,0,0,1,0,3,0.316227766016838,0.6118
OTU_558,0,1,1,0,8,0.327326835353989,0.7276
OTU_585,0,0,0,1,4,0.632455532033676,0.0035
OTU_1527,0,0,1,0,3,0.547722557505166,0.0204
OTU_3167,0,1,0,0,2,0.235702260395516,1
OTU_1004,0,0,0,1,4,0.59480509702614,0.0377
OTU_1030,0,1,0,0,2,0.408248290463863,0.2798
OTU_858,0,0,1,1,10,0.447213595499958,0.1304
OTU_1593,0,0,1,0,3,0.316227766016838,0.6069
OTU_2010,0,0,0,1,4,0.316227766016838,0.6101
OTU_1613,0,1,0,0,2,0.333333333333333,0.4206
OTU_996,0,0,0,1,4,0.447213595499958,0.1112
OTU_925,0,0,0,1,4,0.43915503282684,0.0902
OTU_749,1,1,1,0,11,0.288675134594813,0.958
OTU_864,1,1,0,0,5,0.383589617428081,0.4508
OTU_419,0,0,0,1,4,0.447213595499958,0.1154
OTU_2821,0,0,1,0,3,0.316227766016838,0.6121
OTU_2617,0,1,0,0,2,0.235702260395516,1
OTU_602,1,0,0,0,1,0.347182537414707,0.1873
OTU_851,0,1,1,0,8,0.5,0.1569
OTU_1478,0,0,0,1,4,0.447213595499958,0.1191
OTU_812,0,0,1,0,3,0.316227766016838,0.6069
OTU_405,0,1,1,0,8,0.462910049886276,0.2158
OTU_982,0,1,0,0,2,0.450545727969374,0.1567
OTU_1811,0,1,1,0,8,0.327326835353989,0.6893
OTU_1662,0,0,0,1,4,0.316227766016838,0.6137
OTU_722,0,1,0,0,2,0.471404520791032,0.11
OTU_3182,0,0,0,1,4,0.316227766016838,0.6153
OTU_1512,0,1,0,0,2,0.333333333333333,0.4162
OTU_1564,0,1,0,0,2,0.666666666666667,0.0031
OTU_735,1,0,0,0,1,0.612372435695794,0.0028
OTU_1160,0,1,0,0,2,0.471404520791032,0.0922
OTU_369,0,0,1,0,3,0.745575182621563,0.0002
OTU_928,0,0,1,0,3,0.486776644011126,0.1175
OTU_1044,0,0,0,1,4,0.547722557505166,0.0186
OTU_1054,0,1,0,0,2,0.471404520791032,0.0909
OTU_1384,0,1,0,0,2,0.333333333333333,0.4219
OTU_801,0,0,0,1,4,0.632455532033676,0.0042
OTU_1693,0,1,0,0,2,0.333333333333333,0.4102
OTU_643,0,1,0,0,2,0.692396868548566,0.0063
OTU_1632,0,0,1,0,3,0.316227766016838,0.6118
OTU_1319,0,0,0,1,4,0.547722557505166,0.0197
OTU_605,0,1,0,0,2,0.655505530106345,0.009
OTU_3254,0,1,0,0,2,0.333333333333333,0.4159
OTU_1520,0,1,0,0,2,0.408248290463863,0.2519
OTU_1733,0,0,1,1,10,0.447213595499958,0.1527
OTU_884,0,1,0,0,2,0.666666666666667,0.0013
OTU_2650,0,1,0,0,2,0.235702260395516,1
OTU_433,0,1,0,0,2,0.517464246025317,0.1363
OTU_1111,1,1,0,0,5,0.339683110243379,0.441
OTU_2033,0,0,1,0,3,0.316227766016838,0.6007
OTU_2408,0,0,0,1,4,0.447213595499958,0.1147
OTU_1521,0,0,1,0,3,0.316227766016838,0.6118
OTU_786,0,1,0,0,2,0.604563541758343,0.038
OTU_2256,0,1,0,0,2,0.235702260395516,1
OTU_1072,1,0,0,0,1,0.493463771219827,0.0662
OTU_2286,0,0,1,0,3,0.447213595499958,0.1107
OTU_576,1,1,1,0,11,0.552770798392567,0.1944
OTU_836,0,0,0,1,4,0.632455532033676,0.0034
OTU_1049,0,0,1,1,10,0.387298334620742,0.3048
OTU_2798,0,1,0,0,2,0.235702260395516,1
OTU_685,0,0,0,1,4,0.447213595499958,0.1182
OTU_2467,0,1,1,0,8,0.267261241912424,1
OTU_3229,,,,,,,
OTU_3276,0,0,1,1,10,0.316227766016838,0.511
OTU_679,0,0,1,0,3,0.603022689155527,0.0068
OTU_2486,0,0,1,0,3,0.316227766016838,0.6007
OTU_371,0,0,1,0,3,0.632455532033676,0.0026
OTU_1299,1,0,1,0,6,0.408248290463863,0.1929
OTU_1873,0,1,1,0,8,0.267261241912424,1
OTU_3039,0,0,0,1,4,0.316227766016838,0.6153
OTU_1259,0,0,0,1,4,0.316227766016838,0.6036
OTU_781,0,1,0,0,2,0.495073771488337,0.0844
OTU_1476,1,0,1,0,6,0.441726104299386,0.2572
OTU_561,0,0,0,1,4,0.707106781186548,0.0004
OTU_1112,0,0,0,1,4,0.316227766016838,0.6187
OTU_2902,,,,,,,
OTU_2474,1,0,0,0,1,0.319801074533416,0.4875
OTU_967,0,1,0,0,2,0.333333333333333,0.4133
OTU_2334,0,0,0,1,4,0.547722557505166,0.0207
OTU_940,0,0,0,1,4,0.447213595499958,0.1129
OTU_622,0,1,1,0,8,0.626783170528009,0.0311
OTU_1506,,,,,,,
OTU_805,0,0,0,1,4,0.447213595499958,0.1103
OTU_1010,0,1,0,0,2,0.235702260395516,1
OTU_994,0,1,1,0,8,0.377964473009227,0.4913
OTU_2945,0,1,0,0,2,0.235702260395516,1
OTU_2022,0,0,1,0,3,0.316227766016838,0.6118
OTU_2480,0,0,0,1,4,0.316227766016838,0.6137
OTU_835,0,0,0,1,4,0.447213595499958,0.1111
OTU_660,0,0,0,1,4,0.547722557505166,0.0201
OTU_1093,0,1,0,0,2,0.408248290463863,0.2515
OTU_1457,0,0,0,1,4,0.316227766016838,0.6158
OTU_2198,0,0,0,1,4,0.316227766016838,0.6158
OTU_900,0,0,0,1,4,0.316227766016838,0.6036
OTU_2069,0,1,0,0,2,0.333333333333333,0.4162
OTU_1625,0,0,0,1,4,0.447213595499958,0.1149
OTU_540,0,0,0,1,4,0.316227766016838,0.6013
OTU_854,0,0,0,1,4,0.316227766016838,0.6091
OTU_394,0,0,1,0,3,0.547722557505166,0.0179
OTU_665,0,0,0,1,4,0.707106781186548,0.0008
OTU_876,0,1,0,0,2,0.577350269189626,0.0207
OTU_774,0,1,0,0,2,0.408248290463863,0.2518
OTU_1499,0,0,1,0,3,0.316227766016838,0.6069
OTU_2332,,,,,,,
OTU_2014,0,0,0,1,4,0.447213595499958,0.1147
OTU_1588,0,1,0,0,2,0.235702260395516,1
OTU_520,0,0,0,1,4,0.316227766016838,0.6137
OTU_3129,0,0,0,1,4,0.447213595499958,0.1172
OTU_825,0,1,0,0,2,0.715329229399127,0.0008
OTU_2314,0,0,1,0,3,0.316227766016838,0.6007
OTU_889,0,0,0,1,4,0.707106781186548,0.0008
OTU_1018,0,0,1,1,10,0.316227766016838,0.5838
OTU_497,0,0,1,0,3,0.316227766016838,0.6069
OTU_1911,0,0,1,0,3,0.279751442472094,0.7561
OTU_1005,0,1,0,0,2,0.408248290463863,0.2848
OTU_1331,0,0,0,1,4,0.447213595499958,0.1191
OTU_1480,0,0,0,1,4,0.547722557505166,0.022
OTU_481,1,1,0,0,5,0.709936763241401,0.0284
OTU_1204,0,0,1,0,3,0.632455532033676,0.0036
OTU_1378,0,0,1,0,3,0.447213595499958,0.1134
OTU_1756,0,0,0,1,4,0.447213595499958,0.1184
OTU_1570,0,1,0,0,2,0.408248290463863,0.2276
OTU_470,0,0,1,0,3,0.707106781186548,0.0003
OTU_404,1,0,0,0,1,0.561509078436432,0.063
OTU_908,0,0,0,1,4,0.316227766016838,0.6036
OTU_1053,0,0,0,1,4,0.707106781186548,0.0005
OTU_1215,0,0,0,1,4,0.316227766016838,0.6126
OTU_1548,0,0,0,1,4,0.316227766016838,0.6158
OTU_451,0,0,0,1,4,0.447213595499958,0.1187
OTU_1528,0,0,1,1,10,0.447213595499958,0.1305
OTU_1242,1,0,0,0,1,0.353553390593274,0.1702
OTU_1800,0,0,1,0,3,0.316227766016838,0.6118
OTU_2370,0,0,0,1,4,0.316227766016838,0.6101
OTU_667,0,0,0,1,4,0.547722557505166,0.0186
OTU_713,0,1,0,0,2,0.235702260395516,1
OTU_3159,0,1,1,0,8,0.267261241912424,1
OTU_1547,0,1,0,0,2,0.471404520791032,0.0946
OTU_593,0,1,1,0,8,0.57222020686438,0.0881
OTU_3172,0,1,0,0,2,0.333333333333333,0.416
OTU_3165,0,0,0,1,4,0.316227766016838,0.6137
OTU_752,0,0,0,1,4,0.591607978309962,0.0057
OTU_924,0,0,0,1,4,0.316227766016838,0.6013
OTU_731,0,0,0,1,4,0.316227766016838,0.6036
OTU_640,0,0,0,1,4,0.632455532033676,0.003
OTU_915,0,0,0,1,4,0.547722557505166,0.0203
OTU_2340,0,0,1,0,3,0.316227766016838,0.6069
OTU_1676,0,1,0,0,2,0.408248290463863,0.2791
OTU_1127,0,0,0,1,4,0.447213595499958,0.1103
OTU_641,0,0,1,1,10,0.387298334620742,0.3127
OTU_2200,0,1,0,0,2,0.235702260395516,1
OTU_1037,0,1,0,0,2,0.408248290463863,0.2542
OTU_2806,1,0,0,0,1,0.473313821925764,0.1179
OTU_3134,0,1,0,0,2,0.235702260395516,1
OTU_1025,0,0,0,1,4,0.547722557505166,0.0176
OTU_1388,0,0,0,1,4,0.547722557505166,0.0195
OTU_3194,0,1,0,0,2,0.235702260395516,1
OTU_1241,1,0,1,0,6,0.408248290463863,0.224
OTU_562,0,0,0,1,4,0.774596669241483,0.0004
OTU_3274,0,0,1,1,10,0.316227766016838,0.5803
OTU_1052,0,0,1,0,3,0.447213595499958,0.1185
OTU_1554,0,0,0,1,4,0.316227766016838,0.6187
OTU_324,0,0,1,0,3,0.434469843537869,0.2085
OTU_1298,0,0,1,0,3,0.547722557505166,0.0204
OTU_2117,0,0,0,1,4,0.316227766016838,0.6126
OTU_1585,1,0,0,0,1,0.329956008798045,0.4853
OTU_1958,0,0,0,1,4,0.316227766016838,0.6126
OTU_1373,0,0,0,1,4,0.316227766016838,0.6091
OTU_772,0,0,1,0,3,0.316227766016838,0.6007
OTU_2280,0,0,0,1,4,0.316227766016838,0.6187
OTU_917,0,0,0,1,4,0.316227766016838,0.6137
OTU_1709,0,0,0,1,4,0.547722557505166,0.022
OTU_1825,0,0,0,1,4,0.316227766016838,0.6091
OTU_471,0,0,1,0,3,0.316227766016838,0.6069
OTU_345,1,1,1,0,11,0.645497224367903,0.0677
OTU_2491,0,1,0,0,2,0.235702260395516,1
OTU_1216,0,0,0,1,4,0.316227766016838,0.6091
OTU_1643,0,0,1,0,3,0.316227766016838,0.6053
OTU_702,0,0,1,0,3,0.447213595499958,0.1107
OTU_1183,0,0,0,1,4,0.547722557505166,0.0186
OTU_365,0,0,0,1,4,0.447213595499958,0.1109
OTU_1847,0,0,0,1,4,0.382028723980208,0.3613
OTU_1524,0,0,0,1,4,0.316227766016838,0.5928
OTU_3206,0,0,0,1,4,0.316227766016838,0.6126
OTU_848,0,0,1,0,3,0.316227766016838,0.6053
OTU_1818,0,0,0,1,4,0.447213595499958,0.1103
OTU_2399,0,1,0,0,2,0.333333333333333,0.4162
OTU_734,0,0,0,1,4,0.316227766016838,0.6187
OTU_1689,0,0,0,1,4,0.316227766016838,0.5928
OTU_3377,0,1,0,0,2,0.235702260395516,1
OTU_1376,0,1,1,0,8,0.267261241912424,1
OTU_2108,0,0,1,0,3,0.316227766016838,0.6075
OTU_1362,0,1,0,0,2,0.235702260395516,1
OTU_1003,0,1,1,0,8,0.267261241912424,1
OTU_2067,0,0,0,1,4,0.316227766016838,0.6036
OTU_2341,0,0,0,1,4,0.447213595499958,0.1186
OTU_1822,0,0,1,1,10,0.447213595499958,0.1212
OTU_985,0,1,0,0,2,0.408248290463863,0.1855
OTU_690,0,0,0,1,4,0.632455532033676,0.0042
OTU_2477,,,,,,,
OTU_789,0,1,0,0,2,0.52704627669473,0.0367
OTU_445,0,1,1,0,8,0.566946709513841,0.0658
OTU_787,0,0,0,1,4,0.447213595499958,0.1207
OTU_1169,0,0,1,0,3,0.316227766016838,0.6156
OTU_852,0,0,1,0,3,0.316227766016838,0.6121
OTU_528,0,0,0,1,4,0.836660026534076,0.0001
OTU_1629,0,0,0,1,4,0.316227766016838,0.6036
OTU_2615,0,1,0,0,2,0.235702260395516,1
OTU_1226,0,0,0,1,4,0.547722557505166,0.0185
OTU_860,0,0,1,0,3,0.547722557505166,0.021
OTU_2553,0,0,0,1,4,0.547722557505166,0.022
OTU_1773,0,0,0,1,4,0.447213595499958,0.1186
OTU_2909,,,,,,,
OTU_3305,,,,,,,
OTU_1212,0,0,0,1,4,0.526234811584217,0.03
OTU_1034,0,1,1,0,8,0.327326835353989,0.6833
OTU_480,0,0,1,0,3,0.687744647910783,0.0016
OTU_2272,0,1,1,0,8,0.327326835353989,0.6915
OTU_514,1,0,1,0,6,0.333333333333333,0.4227
OTU_966,0,0,1,0,3,0.316227766016838,0.6118
OTU_1483,0,1,0,0,2,0.235702260395516,1
OTU_797,0,0,0,1,4,0.836660026534076,0.0001
OTU_1482,0,1,0,0,2,0.235702260395516,1
OTU_717,0,0,0,1,4,0.447213595499958,0.1112
OTU_468,0,0,0,1,4,0.632455532033676,0.0033
OTU_3340,0,1,0,0,2,0.689101106656731,0.0038
OTU_485,0,0,1,0,3,0.727606875108999,0.0008
OTU_2497,0,0,1,0,3,0.316227766016838,0.6118
OTU_933,0,0,0,1,4,0.547722557505166,0.0173
OTU_1644,0,0,0,1,4,0.316227766016838,0.6153
OTU_1487,0,0,0,1,4,0.316227766016838,0.6187
OTU_1022,0,0,0,1,4,0.707106781186548,0.0003
OTU_1277,0,0,1,0,3,0.419058177461747,0.1011
OTU_3197,0,1,0,0,2,0.235702260395516,1
OTU_1123,0,1,0,0,2,0.333333333333333,0.4188
OTU_632,0,0,0,1,4,0.632455532033676,0.0024
OTU_1346,0,0,1,0,3,0.316227766016838,0.6053
OTU_1195,0,1,0,0,2,0.577350269189626,0.0178
OTU_586,0,0,1,0,3,0.447213595499958,0.1134
OTU_955,1,0,1,1,13,0.377964473009227,0.5326
OTU_863,0,1,1,1,14,0.324442842261525,0.9514
OTU_1640,0,0,0,1,4,0.547722557505166,0.0166
OTU_1400,0,1,0,0,2,0.333333333333333,0.4162
OTU_1722,0,0,0,1,4,0.447213595499958,0.1103
OTU_1364,1,0,1,0,6,0.471404520791032,0.0983
OTU_1140,0,1,0,0,2,0.408248290463863,0.2451
OTU_1188,0,0,1,0,3,0.447213595499958,0.1196
OTU_1622,0,1,1,0,8,0.327326835353989,0.6907
OTU_3317,0,1,0,0,2,0.471404520791032,0.1003
OTU_1068,0,0,0,1,4,0.447213595499958,0.1115
OTU_1683,0,0,0,1,4,0.547722557505166,0.0214
OTU_3322,0,0,0,1,4,0.316227766016838,0.5928
OTU_2329,0,0,0,1,4,0.316227766016838,0.6153
OTU_2658,0,0,0,1,4,0.316227766016838,0.6158
OTU_2297,0,0,0,1,4,0.316227766016838,0.5928
OTU_674,0,1,0,0,2,0.52704627669473,0.038
OTU_799,0,0,0,1,4,0.316227766016838,0.6187
OTU_503,0,0,0,1,4,0.316227766016838,0.6036
OTU_1995,0,0,0,1,4,0.447213595499958,0.1103
OTU_1370,0,1,0,0,2,0.408248290463863,0.2385
OTU_572,0,0,0,1,4,0.547722557505166,0.0186
OTU_1658,0,0,0,1,4,0.316227766016838,0.6187
OTU_3133,0,0,0,1,4,0.316227766016838,0.6036
OTU_965,0,0,0,1,4,0.316227766016838,0.6137
OTU_401,1,1,0,0,5,0.660215297672697,0.0185
OTU_1136,0,0,0,1,4,0.447213595499958,0.1112
OTU_1726,0,0,0,1,4,0.316227766016838,0.6036
OTU_1349,0,0,1,1,10,0.316227766016838,0.5208
OTU_2465,0,0,0,1,4,0.316227766016838,0.6036
OTU_1793,,,,,,,
OTU_1202,0,0,0,1,4,0.447213595499958,0.1112
OTU_755,0,0,0,1,4,0.447213595499958,0.1112
OTU_1597,0,0,0,1,4,0.547722557505166,0.0186
OTU_556,0,0,1,0,3,0.418330013267038,0.1874
OTU_3324,0,0,1,0,3,0.316227766016838,0.6118
OTU_2550,,,,,,,
OTU_578,0,0,0,1,4,0.707106781186548,0.0008
OTU_2392,0,1,0,0,2,0.235702260395516,1
OTU_1652,0,0,0,1,4,0.316227766016838,0.6101
OTU_861,0,0,0,1,4,0.474341649025257,0.0513
OTU_569,0,0,0,1,4,0.447213595499958,0.1112
OTU_680,0,1,0,0,2,0.628780319223827,0.0144
OTU_1145,0,0,0,1,4,0.547722557505166,0.0202
OTU_565,0,1,0,0,2,0.581518917325765,0.0256
OTU_2437,0,1,0,0,2,0.235702260395516,1
OTU_865,0,0,0,1,4,0.447213595499958,0.1059
OTU_1243,0,0,1,0,3,0.316227766016838,0.6007
OTU_3353,,,,,,,
OTU_3337,,,,,,,
OTU_599,0,0,0,1,4,0.447213595499958,0.1191
OTU_698,0,0,1,1,10,0.447213595499958,0.1296
OTU_1153,0,0,1,0,3,0.316227766016838,0.6081
OTU_695,0,0,1,0,3,0.316227766016838,0.6118
OTU_776,0,0,0,1,4,0.447213595499958,0.1149
OTU_1165,0,0,0,1,4,0.447213595499958,0.1172
OTU_1156,0,1,0,0,2,0.470063395681472,0.147
OTU_1181,0,1,1,0,8,0.377964473009227,0.5243
OTU_723,0,0,1,0,3,0.316227766016838,0.6069
OTU_1542,0,0,0,1,4,0.447213595499958,0.1103
OTU_706,0,0,0,1,4,0.641766629531063,0.0056
OTU_1350,0,1,0,0,2,0.235702260395516,1
OTU_1522,0,1,0,0,2,0.333333333333333,0.4102
OTU_483,0,0,0,1,4,0.697485832462916,0.0013
OTU_981,0,0,0,1,4,0.316227766016838,0.6158
OTU_1609,1,0,0,0,1,0.294174202707276,0.657
OTU_1379,0,0,1,1,10,0.316227766016838,0.5165
OTU_618,0,1,0,0,2,0.644722782308162,0.0089
OTU_1097,0,0,1,0,3,0.447213595499958,0.1107
OTU_491,0,0,0,1,4,0.316227766016838,0.6137
OTU_1144,0,0,1,0,3,0.447213595499958,0.1129
OTU_648,0,0,1,1,10,0.447213595499958,0.1579
OTU_1162,0,0,0,1,4,0.447213595499958,0.1147
OTU_1823,0,1,0,0,2,0.235702260395516,1
OTU_361,0,0,0,1,4,0.869226987360353,0.0001
OTU_914,0,1,1,0,8,0.534522483824849,0.0924
OTU_1240,0,0,0,1,4,0.447213595499958,0.1186
OTU_526,0,0,0,1,4,0.447213595499958,0.1112
OTU_2231,0,1,0,0,2,0.235702260395516,1
OTU_2643,0,0,0,1,4,0.447213595499958,0.1139
OTU_1510,0,0,0,1,4,0.316227766016838,0.6036
OTU_779,0,0,0,1,4,0.547722557505166,0.0186
OTU_2901,0,0,0,1,4,0.316227766016838,0.6137
OTU_3106,,,,,,,
OTU_1316,0,0,1,0,3,0.547722557505166,0.0215
OTU_1779,0,0,0,1,4,0.316227766016838,0.6187
OTU_577,0,0,0,1,4,0.316227766016838,0.6036
OTU_1317,0,1,0,0,2,0.235702260395516,1
OTU_1104,1,0,0,0,1,0.67120404806726,0.0077
OTU_947,0,1,0,1,9,0.443921531952002,0.3887
OTU_2812,,,,,,,
OTU_1656,0,0,0,1,4,0.316227766016838,0.6187
OTU_756,0,0,0,1,4,0.547722557505166,0.0186
OTU_1296,0,0,1,1,10,0.316227766016838,0.5087
OTU_1820,0,0,0,1,4,0.316227766016838,0.6036
OTU_2941,,,,,,,
OTU_1920,0,0,0,1,4,0.447213595499958,0.1155
OTU_1278,0,1,0,0,2,0.235702260395516,1
OTU_587,0,0,1,0,3,0.502624689950035,0.0419
OTU_616,0,0,1,0,3,0.621581560508061,0.0048
OTU_989,0,0,1,0,3,0.316227766016838,0.6075
OTU_745,0,0,1,0,3,0.547722557505166,0.0195
OTU_1821,0,0,1,0,3,0.447213595499958,0.1105
OTU_2809,,,,,,,
OTU_1747,0,0,1,0,3,0.316227766016838,0.6118
OTU_1132,0,1,1,0,8,0.377964473009227,0.5346
OTU_1184,0,0,0,1,4,0.316227766016838,0.6036
OTU_1261,1,0,1,1,13,0.327326835353989,0.6881
OTU_2113,0,0,0,1,4,0.316227766016838,0.6036
OTU_2318,,,,,,,
OTU_898,0,0,1,0,3,0.316227766016838,0.6069
OTU_1536,0,1,0,0,2,0.408248290463863,0.1878
OTU_1508,0,1,1,0,8,0.422577127364258,0.365
OTU_1197,1,0,0,0,1,0.44741248970392,0.1138
OTU_844,0,0,1,0,3,0.50709255283711,0.0784
OTU_2339,0,1,0,0,2,0.408248290463863,0.2309
OTU_2295,0,0,0,1,4,0.316227766016838,0.6187
OTU_1860,0,1,0,0,2,0.333333333333333,0.4882
OTU_1749,0,0,1,0,3,0.316227766016838,0.6016
OTU_867,0,0,0,1,4,0.774596669241483,0.0001
OTU_3375,0,0,0,1,4,0.316227766016838,0.6101
OTU_798,0,1,1,1,14,0.362738125055006,0.8604
OTU_2612,0,0,0,1,4,0.632455532033676,0.0031
OTU_1163,,,,,,,
OTU_1922,0,1,0,0,2,0.235702260395516,1
OTU_1717,1,1,0,0,5,0.480384461415261,0.1514
OTU_1191,0,0,1,1,10,0.316227766016838,0.5818
OTU_3041,0,1,0,0,2,0.235702260395516,1
OTU_2445,0,1,0,0,2,0.235702260395516,1
OTU_2183,0,1,0,0,2,0.408248290463863,0.2472
OTU_1898,0,0,0,1,4,0.316227766016838,0.6101
OTU_1035,0,0,0,1,4,0.447213595499958,0.1184
OTU_1634,0,1,0,0,2,0.333333333333333,0.4203
OTU_1280,0,1,0,0,2,0.333333333333333,0.4188
OTU_1051,0,0,0,1,4,0.547722557505166,0.0186
OTU_1714,0,0,0,1,4,0.447213595499958,0.1103
OTU_1880,0,0,0,1,4,0.316227766016838,0.6091
OTU_1970,0,0,0,1,4,0.447213595499958,0.1103
OTU_694,0,0,0,1,4,0.547722557505166,0.0211
OTU_1486,0,0,0,1,4,0.632455532033676,0.003
OTU_880,0,0,1,1,10,0.316227766016838,0.5087
OTU_559,1,1,0,0,5,0.723353309851085,0.0103
OTU_1039,0,1,0,0,2,0.443740652325229,0.1565
OTU_1321,1,0,0,0,1,0.389906433682527,0.3173
OTU_644,0,0,1,0,3,0.316227766016838,0.6007
OTU_1158,0,1,0,0,2,0.471404520791032,0.0888
OTU_2366,0,0,0,1,4,0.316227766016838,0.5928
OTU_1337,0,0,0,1,4,0.547722557505166,0.0182
OTU_849,1,0,0,0,1,0.351123441588392,0.1882
OTU_3373,,,,,,,
OTU_2436,0,0,0,1,4,0.316227766016838,0.6187
OTU_2241,0,0,0,1,4,0.316227766016838,0.6036
OTU_1171,0,0,0,1,4,0.609556915330737,0.0085
OTU_2532,0,0,1,0,3,0.316227766016838,0.6069
OTU_2632,,,,,,,
OTU_920,0,1,1,1,14,0.362738125055006,0.8807
OTU_1312,1,1,1,0,11,0.372677996249965,0.683
OTU_1203,0,1,0,0,2,0.471404520791032,0.0954
OTU_857,0,1,1,1,14,0.324442842261525,0.9122
OTU_1566,0,0,0,1,4,0.316227766016838,0.5928
OTU_795,0,1,1,0,8,0.327326835353989,0.7222
OTU_2289,0,1,0,0,2,0.235702260395516,1
OTU_1665,0,0,0,1,4,0.316227766016838,0.6036
OTU_2222,0,1,0,0,2,0.235702260395516,1
OTU_3239,0,1,0,0,2,0.235702260395516,1
OTU_1474,0,0,0,1,4,0.447213595499958,0.1163
OTU_2742,0,0,0,1,4,0.447213595499958,0.1182
OTU_1790,0,0,0,1,4,0.447213595499958,0.1157
OTU_1101,0,0,1,0,3,0.316227766016838,0.6053
OTU_614,0,1,1,0,8,0.5,0.1761
OTU_2252,0,0,0,1,4,0.316227766016838,0.6158
OTU_2787,0,0,1,0,3,0.316227766016838,0.6081
OTU_1788,0,1,0,0,2,0.333333333333333,0.4826
OTU_2682,0,0,0,1,4,0.547722557505166,0.0186
OTU_817,0,0,0,1,4,0.547722557505166,0.0201
OTU_2130,,,,,,,
OTU_977,0,1,1,1,14,0.324442842261525,0.9147
OTU_1155,0,0,1,0,3,0.316227766016838,0.6069
OTU_2837,0,0,0,1,4,0.316227766016838,0.5928
OTU_853,0,0,0,1,4,0.632455532033676,0.0025
OTU_1190,0,1,1,0,8,0.462910049886276,0.2217
OTU_2890,0,0,0,1,4,0.447213595499958,0.123
OTU_718,0,0,1,0,3,0.447213595499958,0.1107
OTU_1407,0,0,0,1,4,0.316227766016838,0.6187
OTU_1784,,,,,,,
OTU_859,0,1,0,0,2,0.408248290463863,0.2661
OTU_1641,0,0,0,1,4,0.447213595499958,0.1115
OTU_1534,0,1,0,0,2,0.333333333333333,0.4167
OTU_1017,0,0,0,1,4,0.632455532033676,0.0024
OTU_3053,0,0,0,1,4,0.316227766016838,0.5928
OTU_2118,0,1,0,0,2,0.408248290463863,0.2608
