s.Endo	s.Epi	s.Lit	s.Soil	index	stat	p.value
OTU_219	0	1	1	0	8	0.831535672542027	0.00871703703703704
OTU_149	0	1	0	0	2	0.946783621222278	0.00334318181818182
OTU_2885	1	0	1	0	6	0.655624509175672	0.292972461752434
OTU_57	0	0	1	0	3	0.630378041918023	0.0533114093959732
OTU_145	0	0	1	1	10	0.547722557505166	0.19306875
OTU_155	0	0	0	1	4	0.948683298050514	0.00334318181818182
OTU_671	1	0	1	0	6	0.31889640207164	0.888702273633825
OTU_381	0	1	0	0	2	0.789760648165375	0.0116131578947368
OTU_181	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_125	1	1	1	0	11	0.897527467855751	0.00334318181818182
OTU_91	1	0	0	0	1	0.790423876709263	0.00334318181818182
OTU_106	0	0	1	0	3	0.877602606766711	0.00334318181818182
OTU_33	0	0	1	0	3	0.547245239281601	0.110815333333333
OTU_120	0	0	0	1	4	0.773531931048517	0.00334318181818182
OTU_417	1	1	0	0	5	0.602916613452255	0.319227430555556
OTU_121	0	0	1	1	10	0.774596669241483	0.0232263157894737
OTU_828	0	1	1	0	8	0.597614304667197	0.148967936507936
OTU_50	0	0	1	0	3	0.703080152916249	0.019722905027933
OTU_118	0	0	1	0	3	0.835954520019762	0.00560380952380952
OTU_282	0	0	1	1	10	0.791339279261924	0.0131171974522293
OTU_67	0	0	1	0	3	0.683709970788195	0.0703914110429448
OTU_186	0	1	0	0	2	0.778392380757538	0.0331134199134199
OTU_68	0	1	1	0	8	0.950740786574899	0.00334318181818182
OTU_399	0	0	0	1	4	0.544297117042657	0.108597315436242
OTU_60	0	0	1	0	3	0.547722557505166	0.108199649737303
OTU_182	0	0	1	0	3	0.607918758874329	0.108199649737303
OTU_338	0	1	1	0	8	0.794479136254928	0.00871703703703704
OTU_359	1	1	1	0	11	0.523194486146798	0.742641942064464
OTU_16	0	0	1	0	3	0.83391318721679	0.00729421487603306
OTU_83	1	0	0	0	1	0.874224482898926	0.0116131578947368
OTU_44	0	0	1	0	3	0.632455532033676	0.0364899224806202
OTU_274	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_35	1	1	0	0	5	0.784464540552736	0.0271569230769231
OTU_49	1	1	1	0	11	0.798610977126063	0.108199649737303
OTU_946	0	0	0	1	4	0.632455532033676	0.0364984962406015
OTU_209	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_123	0	0	1	0	3	0.628514960761175	0.0656861635220126
OTU_126	0	0	0	1	4	0.824707126179731	0.00560380952380952
OTU_415	0	0	1	0	3	0.547722557505166	0.108199649737303
OTU_363	0	1	1	0	8	0.654653670707977	0.108199649737303
OTU_43	0	0	1	0	3	0.869851959964338	0.00729421487603306
OTU_27	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_20	1	0	0	0	1	0.771914093577119	0.108199649737303
OTU_2349	0	0	1	1	10	0.316227766016838	0.742641942064464
OTU_140	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_101	0	0	0	1	4	0.773255375301411	0.00729421487603306
OTU_89	0	0	1	0	3	0.546039842138331	0.158201886792453
OTU_132	0	0	0	1	4	0.632455532033676	0.0331134199134199
OTU_62	1	1	1	0	11	0.941611527585842	0.00334318181818182
OTU_2997	0	0	1	0	3	0.707106781186548	0.00334318181818182
OTU_75	0	1	1	0	8	0.843853727637223	0.0116131578947368
OTU_213	1	0	0	0	1	0.612372435695794	0.0344669456066946
OTU_686	0	0	0	1	4	0.707106781186548	0.014178313253012
OTU_1434	0	0	1	1	10	0.387298334620742	0.679318950437318
OTU_934	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_84	0	0	1	0	3	0.445705282281014	0.442480577849117
OTU_160	0	0	0	1	4	0.774596669241483	0.00560380952380952
OTU_114	0	1	1	0	8	0.799558124327434	0.0170057803468208
OTU_224	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_960	1	0	0	0	1	0.353553390593274	0.420426868178002
OTU_176	0	0	0	1	4	0.62400363057714	0.0378566176470588
OTU_65	0	0	0	1	4	0.836416776048767	0.00334318181818182
OTU_34	1	0	0	0	1	0.705127274216117	0.0219085106382979
OTU_173	0	1	1	0	8	0.854184912542906	0.00729421487603306
OTU_937	1	1	1	0	11	0.866025403784439	0.014178313253012
OTU_124	0	0	1	0	3	0.810708992568832	0.00334318181818182
OTU_215	0	1	0	0	2	0.467789094019604	0.317204344048653
OTU_267	0	0	0	1	4	0.707106781186548	0.0102152777777778
OTU_456	1	0	1	0	6	0.517700743435775	0.633008727810651
OTU_103	0	1	0	0	2	0.98238155999172	0.00334318181818182
OTU_119	0	0	0	1	4	0.547416823427476	0.122985245901639
OTU_536	0	0	1	1	10	0.591607978309962	0.108199649737303
OTU_815	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_77	1	1	1	0	11	0.957427107756338	0.00334318181818182
OTU_153	0	1	1	0	8	0.534522483824849	0.433609294605809
OTU_116	1	1	1	0	11	0.911610153869033	0.00560380952380952
OTU_210	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_185	0	0	0	1	4	0.547722557505166	0.108335427574171
OTU_212	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_105	1	1	1	0	11	0.726483157256779	0.264078541374474
OTU_167	0	0	1	0	3	0.774596669241483	0.0102152777777778
OTU_2353	1	0	1	0	6	0.333333333333333	0.742641942064464
OTU_2265	0	0	1	1	10	0.387298334620742	0.74103487698987
OTU_281	0	1	0	0	2	0.777980601375404	0.00729421487603306
OTU_329	0	1	1	0	8	0.7319250547114	0.108199649737303
OTU_2407							
OTU_253	0	0	1	0	3	0.632455532033676	0.0331134199134199
OTU_496	0	1	1	0	8	0.681385143869247	0.0616870967741935
OTU_53	1	1	1	0	11	0.89003753884888	0.018283615819209
OTU_64	0	1	1	0	8	0.883030466101267	0.00560380952380952
OTU_139	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_331	0	1	0	0	2	0.693756534969568	0.104284149855908
OTU_1947	0	1	0	0	2	0.333333333333333	0.742641942064464
OTU_2070	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_325	0	0	0	1	4	0.774596669241483	0.00334318181818182
OTU_188	1	1	0	0	5	0.732332926046879	0.0639156549520767
OTU_241	0	0	0	1	4	0.836660026534076	0.00334318181818182
OTU_1420	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_353	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_70	0	0	1	0	3	0.506750115508578	0.397331922099915
OTU_1282	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_659	0	0	1	1	10	0.387298334620742	0.664913553113553
OTU_287	0	1	1	0	8	0.714597561370768	0.0611324675324675
OTU_525	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_1176	0	0	0	1	4	0.421637021355784	0.309983817062445
OTU_66	0	1	1	0	8	0.963624111659432	0.00334318181818182
OTU_51	0	0	1	0	3	0.94433484140051	0.00334318181818182
OTU_621	0	0	0	1	4	0.632455532033676	0.0364984962406015
OTU_14	0	0	1	0	3	0.630916334005796	0.0977807580174927
OTU_226	0	1	1	0	8	0.866025403784439	0.00334318181818182
OTU_257	0	1	0	0	2	0.908513525158996	0.00334318181818182
OTU_251	1	1	0	0	5	0.894670883760025	0.00729421487603306
OTU_1301	1	0	0	0	1	0.329956008798045	0.742641942064464
OTU_438	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_739	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_949	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_3000	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_206	0	0	1	1	10	0.316227766016838	0.742641942064464
OTU_1888	0	0	1	1	10	0.670820393249937	0.108199649737303
OTU_165	0	1	1	0	8	0.886405260427918	0.00334318181818182
OTU_207	0	0	0	1	4	0.836660026534076	0.00334318181818182
OTU_1703	0	1	0	0	2	0.235702260395516	1
OTU_283	1	1	0	0	5	0.770047424558147	0.0330078048780488
OTU_157	0	0	1	0	3	0.503115294937453	0.271189944134078
OTU_135	1	0	0	0	1	0.603277290260034	0.108199649737303
OTU_2144	1	1	1	0	11	0.833333333333333	0.018283615819209
OTU_547	1	0	0	0	1	0.570450018091415	0.190987406296852
OTU_136	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_117	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_95	1	1	1	0	11	0.97182531580755	0.00334318181818182
OTU_409	1	0	1	0	6	0.39169633375215	0.742641942064464
OTU_92	0	0	1	1	10	0.316227766016838	0.742641942064464
OTU_174	0	0	1	1	10	0.316227766016838	0.742641942064464
OTU_81	0	0	1	0	3	0.774596669241483	0.00334318181818182
OTU_270	1	1	1	0	11	0.552770798392567	0.461782278481013
OTU_184	0	0	1	0	3	0.561687597999528	0.118652561983471
OTU_700	0	0	0	1	4	0.621059003408119	0.0476806896551724
OTU_2826	0	0	1	0	3	0.706482073244834	0.0219085106382979
OTU_521	0	0	0	1	4	0.828251169633946	0.00334318181818182
OTU_130	1	1	1	0	11	0.74535599249993	0.108199649737303
OTU_389	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_440	1	1	1	0	11	0.577350269189626	0.439033252230332
OTU_54	0	0	0	1	4	1	0.00334318181818182
OTU_275	0	1	1	0	8	0.5	0.386247229326513
OTU_366	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_608	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_1322	1	1	1	0	11	0.333333333333333	0.929077278153601
OTU_856	0	1	0	0	2	0.390184045988031	0.742641942064464
OTU_1225	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_607	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_284	0	0	0	1	4	0.707106781186548	0.00871703703703704
OTU_874	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_782	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_301	0	0	1	1	10	0.547722557505166	0.218939534883721
OTU_441	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_2123	0	0	1	0	3	0.544926609905682	0.108199649737303
OTU_875	0	0	0	1	4	0.632455532033676	0.0370474074074074
OTU_574	1	1	1	0	11	0.785349948450895	0.309983817062445
OTU_107	0	1	1	0	8	0.814333124976568	0.00871703703703704
OTU_137	0	0	1	0	3	0.591406173620455	0.143086035313002
OTU_697	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_634	0	1	0	0	2	0.628057553078281	0.157987716535433
OTU_309	0	0	1	0	3	0.632455532033676	0.0331134199134199
OTU_596	0	0	0	1	4	0.836660026534076	0.00334318181818182
OTU_2875	0	1	0	0	2	0.565720239573695	0.223200867052023
OTU_98	0	0	1	0	3	0.547722557505166	0.108199649737303
OTU_111	0	0	1	0	3	0.726437088379643	0.0154842105263158
OTU_1972	0	1	0	0	2	0.408248290463863	0.4464696485623
OTU_2236	0	1	0	0	2	0.896636081879062	0.00334318181818182
OTU_273	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_221	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_100	0	0	1	0	3	0.611613066713459	0.104829885057471
OTU_208	0	0	0	1	4	0.774596669241483	0.0102152777777778
OTU_2712	1	1	1	0	11	0.600925212577332	0.365292030848329
OTU_783	1	0	0	1	7	0.451923991526946	0.961457731958763
OTU_383	1	0	0	0	1	0.658472235398038	0.108199649737303
OTU_198	0	0	1	1	10	0.705679663271118	0.167593808049536
OTU_2598	0	1	0	0	2	0.235702260395516	1
OTU_138	0	0	0	1	4	0.863153006472654	0.00334318181818182
OTU_447	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_1650	0	1	1	0	8	0.78829733390783	0.032362
OTU_1046	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_72	1	1	0	0	5	0.829212138389903	0.032362
OTU_159	1	1	1	0	11	0.872686142825961	0.0207858695652174
OTU_142	1	1	1	0	11	0.849836585598797	0.0170057803468208
OTU_1168	0	0	1	0	3	0.547722557505166	0.112401993355482
OTU_1563	0	1	1	0	8	0.267261241912424	1
OTU_231	0	0	1	0	3	0.615029161556765	0.108199649737303
OTU_750	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_258	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_1295	0	0	0	1	4	0.632455532033676	0.0331134199134199
OTU_88	1	1	1	0	11	0.816496580927726	0.03562578125
OTU_166	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_1465	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_250	1	1	1	0	11	0.645497224367903	0.241394871794872
OTU_1507	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_502	0	0	1	1	10	0.447213595499958	0.402471573604061
OTU_552	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_2899	1	1	1	0	11	0.645497224367903	0.26947731092437
OTU_216	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_1275	0	1	0	0	2	0.235702260395516	1
OTU_99	0	1	0	0	2	0.568895438215072	0.173085407066052
OTU_1582	0	0	1	1	10	0.36291502734548	0.748142810590631
OTU_214	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_743	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_238	1	1	0	0	5	0.562662514163981	0.306016897506925
OTU_229	1	0	0	0	1	0.498432598024129	0.260269760900141
OTU_146	0	1	0	0	2	0.945031707313638	0.00334318181818182
OTU_407	0	0	1	0	3	0.707106781186548	0.0116131578947368
OTU_465	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_102	1	1	1	0	11	0.552770798392567	0.59897797752809
OTU_3326	1	1	0	0	5	0.823080091507081	0.00871703703703704
OTU_1409	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_194	1	0	1	0	6	0.519845852670018	0.235106743185079
OTU_555	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_264	0	0	1	0	3	0.559502884944188	0.191888656716418
OTU_200	0	0	1	0	3	0.627645914460848	0.0500340136054422
OTU_147	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_312	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_291	0	0	1	0	3	0.424264068711929	0.317204344048653
OTU_265	0	0	0	1	4	0.632455532033676	0.0364984962406015
OTU_2853	0	1	1	0	8	0.636549138083467	0.185154614220877
OTU_2099	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_487	0	0	0	1	4	0.998825601473863	0.00334318181818182
OTU_462	1	1	0	0	5	0.392232270276368	0.742641942064464
OTU_69	0	1	0	0	2	0.965188676656015	0.00334318181818182
OTU_664	0	0	1	0	3	0.425596141279145	0.427793322203673
OTU_479	1	1	0	0	5	0.930900497704639	0.00334318181818182
OTU_379	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_623	1	0	0	0	1	0.604956753859595	0.121454276315789
OTU_762	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_434	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_78	0	0	1	0	3	0.445668811624924	0.309983817062445
OTU_109	0	1	0	1	9	0.375951034444938	0.951830396825397
OTU_259	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_1230	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_2452	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_435	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_235	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_412	1	1	0	0	5	0.691234532406777	0.108199649737303
OTU_310	0	1	0	0	2	0.552296520485944	0.309983817062445
OTU_431	1	1	1	0	11	0.763762615825973	0.0605705882352941
OTU_276	0	0	1	1	10	0.316227766016838	0.742641942064464
OTU_1869	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_1565	0	1	1	0	8	0.908745492212773	0.00334318181818182
OTU_831	0	1	1	0	8	0.267261241912424	1
OTU_3136	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_1849	0	1	0	0	2	0.333333333333333	0.742641942064464
OTU_171	1	1	0	0	5	0.480384461415261	0.599190269461078
OTU_814	1	0	0	0	1	0.334932063528542	0.577247611827142
OTU_80	0	0	1	0	3	0.743475558113252	0.0525003367003367
OTU_595	0	1	0	0	2	0.461837255744543	0.320226366001735
OTU_1040	0	0	0	1	4	0.688247201611685	0.0154842105263158
OTU_490	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_148	0	1	0	1	9	0.858230836288589	0.0624347266881029
OTU_302	0	0	0	1	4	0.894427190999916	0.00334318181818182
OTU_177	0	0	1	0	3	0.743223352957207	0.0440787456445993
OTU_601	0	0	0	1	4	0.632455532033676	0.0344669456066946
OTU_254	0	0	1	1	10	0.447213595499958	0.391183517417162
OTU_293	0	0	1	0	3	0.698836241921708	0.0154842105263158
OTU_460	1	1	1	1	15	0.642684586917151	
OTU_2933	1	1	1	0	11	0.816496580927726	0.0331134199134199
OTU_2737	1	1	0	0	5	0.650443635587991	0.108199649737303
OTU_469	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_351	0	0	1	0	3	0.632455532033676	0.03562578125
OTU_907	0	0	0	1	4	0.707106781186548	0.0102152777777778
OTU_1805	0	1	0	0	2	0.235702260395516	1
OTU_653	0	0	1	1	10	0.316227766016838	0.742641942064464
OTU_242	0	0	1	0	3	0.443202630213959	0.309983817062445
OTU_512	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_2562	0	0	1	1	10	0.316227766016838	0.742641942064464
OTU_443	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_732	0	0	0	1	4	0.547722557505166	0.108597315436242
OTU_385	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_180	0	0	1	0	3	0.809849279715588	0.00560380952380952
OTU_425	0	1	0	0	2	0.585522209066353	0.234599137931034
OTU_328	0	0	1	0	3	0.547722557505166	0.108199649737303
OTU_128	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_630	0	1	1	0	8	0.597614304667197	0.256078309859155
OTU_271	1	1	1	0	11	0.849836585598797	0.0243896373056995
OTU_141	1	1	1	0	11	0.552770798392567	0.698351378809869
OTU_2020	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_2936	0	1	0	0	2	0.60702613257057	0.108199649737303
OTU_571	0	0	0	1	4	0.894427190999916	0.00334318181818182
OTU_335	0	1	1	0	8	0.826889462116028	0.00560380952380952
OTU_183	0	1	0	0	2	0.784693690538255	0.0154842105263158
OTU_255	0	0	0	1	4	0.836660026534076	0.00334318181818182
OTU_1975	0	1	1	0	8	0.267261241912424	1
OTU_133	0	1	1	0	8	0.422577127364258	0.742641942064464
OTU_715	1	0	0	1	7	0.327818753821147	0.742641942064464
OTU_227	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_252	0	0	0	1	4	0.707106781186548	0.00871703703703704
OTU_246	0	0	0	1	4	0.547722557505166	0.108199649737303
OTU_584	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_311	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_553	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_3245	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_1440							
OTU_199	0	0	1	0	3	0.547722557505166	0.108199649737303
OTU_228	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_2593	1	0	0	0	1	0.523822721827184	0.294608611111111
OTU_336	0	0	0	1	4	0.547722557505166	0.108597315436242
OTU_637	0	1	0	0	2	0.577350269189626	0.110018030050083
OTU_516	0	0	1	0	3	0.605063380907533	0.04596875
OTU_1918	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_245	0	1	1	0	8	0.77919372247398	0.0154842105263158
OTU_1655							
OTU_1174	0	0	1	0	3	0.4	0.624545197319434
OTU_332	1	0	0	0	1	0.586021375575652	0.403374809805579
OTU_1105	0	0	1	0	3	0.632455532033676	0.0330078048780488
OTU_340	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_475	0	0	1	0	3	0.405095746833467	0.628994362017804
OTU_3247	0	1	1	0	8	0.377964473009227	0.742641942064464
OTU_522	0	0	1	0	3	0.447213595499958	0.309983817062445
OTU_248	0	0	1	0	3	0.446012374970257	0.309983817062445
OTU_306	0	0	0	1	4	0.798825104113113	0.0102152777777778
OTU_211	0	1	1	0	8	0.925820099772551	0.00334318181818182
OTU_810	0	1	0	0	2	0.801803339561798	0.0116131578947368
OTU_362	1	1	1	0	11	0.641561228985185	0.349093723129837
OTU_2653							
OTU_346	0	0	1	0	3	0.742967024840268	0.00871703703703704
OTU_268	0	0	0	1	4	0.948683298050514	0.00334318181818182
OTU_2419							
OTU_313	0	0	0	1	4	0.774596669241483	0.00334318181818182
OTU_192	0	0	0	1	4	0.316227766016838	0.742641942064464
OTU_1273	0	0	0	1	4	0.447213595499958	0.309983817062445
OTU_893	0	0	0	1	4	0.802772971919486	0.00334318181818182
OTU_261	0	0	0	1	4	0.836660026534076	0.00334318181818182
OTU_3023	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_2894	0	1	0	0	2	0.235702260395516	1
OTU_201	0	0	1	1	10	0.670820393249937	0.0937654970760234
OTU_204	0	0	1	0	3	0.316227766016838	0.742641942064464
OTU_144	0	0	1	0	3	0.774596669241483	0.00729421487603306
OTU_387	0	0	0	1	4	0.894427190999916	0.00334318181818182
