"","Genus","acer_endo","acer_epi","acer_lit","acer_soil","carya_endo","carya_epi","carya_lit","carya_soil"
"537","Steccherinum",0,0.0206247421907226,0,0,0,0.00187497656279296,0.010124873439082,0
"538","Stemphylium",0,0,0.00337495781302734,0,0,0.00937488281396482,0,0
"539","Sterellum",0,0,0,0,0,0.00374995312558593,0,0
"540","Stereum",0,0.0131248359395508,0.0134998312521093,0,0,0.0131248359395508,0.0236247046911914,0
"541","Strelitziana",0,0.0187497656279296,0.0168747890651367,0,0,0.142498218772265,0.0776240296996287,0
"542","Striatibotrys",0,0,0.107998650016875,0.0742490718866014,0.0168747890651367,0.00374995312558593,0.175497806277422,0.0742490718866014
"543","Stypella",0,0,0,0,0,0,0,0.104623692203847
"544","Subulicystidium",0,0.0056249296883789,0,0.0236247046911914,0,0,0,0
"545","Suillus",0,0,0.0269996625042187,0,0,0,0,0
"546","Symmetrospora",0,0.0243746953163085,0.010124873439082,0,0,0.0468744140698241,0.030374620317246,0
"547","Sympodiella",0,0,0.425244684441444,0,0.0168747890651367,0,0.435369557880526,0
"548","Syncephalis",0,0,0.00337495781302734,0.0506243671954101,0,0,0,0.121498481268984
"549","Syzygospora",0,0,0,0,0,0,0,0.00337495781302734
"550","Talaromyces",0,0,0,0.00337495781302734,0,0,0,0
"551","Taphrina",0,1.50748115648554,0.0607492406344921,0.00337495781302734,0,2.1055986800165,0.141748228147148,0
"552","Tausonia",0,0,0,0,0,0,0,0.0371245359433007
"553","Teichospora",0.0506243671954101,0.0112498593767578,0.00337495781302734,0,0,0.0262496718791015,0.0168747890651367,0
"554","Terramyces",0,0,0,0.0539993250084374,0,0,0,0.0168747890651367
"555","Tetracladium",0,0,0.00337495781302734,0,0,0,0,0
"556","Tetraplosphaeria",0.00337495781302734,0,0,0,0,0,0.00337495781302734,0
"557","Tetrapyrgos",0,0,0,0,0,0,0,0
"558","Thelephora",0,0,0,0,0,0,0,0.401619979750253
"559","Thelonectria",0,0,0,0.0269996625042187,0,0,0,0.0134998312521093
"560","Tilletia",0,0.106873664079199,0,0,0,0.0824989687628905,0.00337495781302734,0
"561","Tilletiopsis",0.00337495781302734,0.112498593767578,0.00337495781302734,0,0,0.198747515656054,0.020249746878164,0.00337495781302734
"562","Tolypocladium",0,0.00187497656279296,0,0.0371245359433007,0,0.0056249296883789,0,0.0134998312521093
"563","Tomentella",0,0.00937488281396482,0,1.59635504556193,0,0.00937488281396482,0.00337495781302734,1.05973675329058
"564","Torula",0,0.0056249296883789,0,0,0,0,0,0
"565","Trametes",0,0.00187497656279296,0.0134998312521093,0,0,0.0168747890651367,0.00674991562605467,0
"566","Trechispora",0,0,0,0.445494431319609,0,0,0,0.496118798515018
"567","Tremella",0.020249746878164,0.0056249296883789,0.134998312521093,0.010124873439082,0,0.0243746953163085,0.00337495781302734,0.00337495781302734
"568","Trichaptum",0,0.00749990625117186,0,0,0,0,0.00674991562605467,0
"569","Tricharina",0,0,0,0.0911238609517381,0,0,0,0
"570","Trichocladium",0,0,0,0.948363145460682,0,0,0,0.199122510968613
"571","Trichoderma",0,0,0.00674991562605467,0.728990887613905,0,0.00187497656279296,0.0168747890651367,1.53898076274047
"572","Trichoglossum",0,0,0,0.148498143773203,0,0,0,0.728990887613905
"573","Trichomerium",0,0.00937488281396483,0,0,0,0.0806239922000975,0.00337495781302734,0
"574","Trichomonascus",0,0,0,0,0,0,0.00337495781302734,0
"575","Trichopeziza",0,0,0,0,0,0,0.00337495781302734,0
"576","Tricladium",0.00337495781302734,0.121873476581543,0.0472494093823827,0,0,0.0674991562605467,0,0
"577","Tubakia",0.00674991562605467,0.00187497656279296,0,0,0,0,0,0
"578","Tubaria",0,0,0,0,0,0,0.00337495781302734,0
"579","Tuber",0,0,0,3.29058386770165,0,0,0,5.26830914613567
"580","Tubeufia",0,0,0,0,0,0,0,0
"581","Tumularia",0,0,0,0,0,0,0,0
"582","Tygervalleyomyces",0,0,0.114748565642929,0,0,0,0,0
"583","Tylopilus",0,0,0,0,0,0,0,0
"584","Tyromyces",0,0.00374995312558593,0.00337495781302734,0,0,0.0056249296883789,0,0
"585","Umbelopsis",0,0,0.00674991562605467,0.20249746878164,0,0,0.00337495781302734,0.347620654741816
"586","Urocystis",0,0,0,0,0,0,0,0.00337495781302734
"587","Usnea",0,0.0056249296883789,0,0,0.0112498593767578,0.00374995312558593,0,0
"588","Uwebraunia",0.00674991562605467,0.00374995312558593,0.00337495781302734,0,0,0.00374995312558593,0,0
"589","Vararia",0,0,0.00337495781302734,0.00337495781302734,0,0.00187497656279296,0.00674991562605467,0
"590","Vargamyces",0,0,0.00337495781302734,0,0,0,0.00337495781302734,0
"591","Venturia",1.4073574080324,0.116248546893164,0.0539993250084374,0,0,0.0393745078186523,0.00337495781302734,0.00337495781302734
"592","Vermispora",0,0,0,0.0269996625042187,0,0,0,0.030374620317246
"593","Veronaea",0,0,0,0,0,0.0112498593767578,0,0
"594","Virgaria",0,0,0,0,0,0,0,0.010124873439082
"595","Virosphaerella",0,0,0,0,0,0.00374995312558593,0,0
"596","Vishniacozyma",0,0.0712491093861327,0.199122510968613,0,0.0337495781302734,0.956238047024412,0.580492743840702,0
"597","Wickerhamomyces",0,0,0.00337495781302734,0.0168747890651367,0,0,0,0.00337495781302734
"598","Wojnowiciella",0,0.0149998125023437,0,0,0.0787490156373045,0.0131248359395508,0.0371245359433007,0
"599","Xenasmatella",0,0.0224997187535156,0.00674991562605467,0,0,0.0337495781302734,0.00674991562605467,0.0168747890651367
"600","Xenodactylaria",0,0,0,0,0,0,5.45055686803915,0
"601","Xenosonderhenia",0.158623017212285,0.136873289083886,0.0337495781302734,0,0,0.0562492968837889,0.010124873439082,0
"602","Xerocomus",0,0,0,0,0,0,0,0.00674991562605467
"603","Xylaria",0,0,0,0,0,0,0,0
"604","Xylodon",0,0.0149998125023437,0.00674991562605467,0,0,0.00749990625117186,0.00337495781302734,0.010124873439082
"605","Yamadamyces",0,0,0.199122510968613,0,0,0,0,0
"606","Yurkovia",0,0,0,0,0,0,0,0
"607","Zasmidium",0,0.0299996250046874,0,0,0,0,0,0
"608","Zeloasperisporium",0,0.00187497656279296,0,0,0,0.0449994375070312,0.00337495781302734,0
"609","Zygophiala",0.124873439082011,0.0168747890651367,0.00674991562605467,0,0.0056249296883789,0.0224997187535156,0,0
"610","Zymoseptoria",0,0.0899988750140623,0.0236247046911914,0,0.0168747890651367,0.667491656354296,0.425244684441444,0
