OTU_129	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	3	1472	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_3	0	0	0	0	1	235	14	0	0	15	0	0	116	0	1045	0	0	14	554	275	0	6	76014	0	0	5	0	58	1	0	0	0	14	0	0	2038	0	0	0	21	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
OTU_23	0	0	0	0	0	168	2200	0	1	1013	0	7816	0	0	1820	0	0	295	0	228	0	397	1138	0	0	0	0	60	0	0	8	0	0	0	0	200	0	0	0	4	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_40	0	0	0	0	0	0	526	0	0	16	0	942	4	0	0	0	0	2193	368	505	0	50	84	0	0	0	0	0	0	0	106	0	0	0	0	386	0	7	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_56	0	0	0	152	0	0	611	288	0	6	0	50	89	986	0	62	63	2	1	14	6	169	179	363	0	0	35	1	61	694	0	0	1095	0	0	5	2056	0	0	15	776	0	2	0	432	0	12	45	4	19	18	20	0	1	15	2	0	0
OTU_11	3	0	0	2540	18	984	1349	294	0	1771	0	1884	578	235	8440	50	283	136	86	49	98	125	623	345	236	135	42	16	178	340	12	3	350	3	212	19	123	1	0	479	478	0	230	27	251	1	81	29	5	51	14	23	0	7	9	1	0	0
OTU_236	0	0	1	335	7	0	18	0	0	4	1	20	11	39	1	59	10	2	1	9	0	5	31	6	0	0	1	6	5	9	0	0	3	1	0	3	21	1	0	0	3	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0
OTU_30	0	0	0	4	0	419	4102	70	0	2219	0	5313	12	63	0	56	49	44	10	27	233	153	23	85	0	41	5	5	19	139	0	0	102	0	23	2	17	1	3	34	141	0	41	0	34	0	4	8	0	29	6	1	0	0	2	0	0	0
OTU_1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0
OTU_41	0	0	176	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810	2383	0	0	0	0	0	15	92	0	0	58	0	1845	0	24	0	0	0	0	0	0	21	0	0	0	0	0
OTU_21	0	4	52	1	3	820	2263	35	1	2284	0	13555	15	3	1489	39	19	1122	113	31	47	54	54	91	0	5	6	3	20	51	62	0	33	1640	15	18	17	32	8	34	24	0	1	61	0	2	0	3	1	50	6	7	0	5	0	0	1	0
OTU_58	0	0	0	5	0	6	24	510	0	4	0	87	0	269	790	88	6	3	0	23	0	73	0	434	0	0	23	0	3	197	0	0	858	0	0	11	879	0	0	0	968	0	0	0	156	0	9	1	0	0	16	12	0	0	1	3	0	0
OTU_1047	0	0	0	6	0	4	25	0	0	25	0	24	55	392	0	84	0	55	14	66	378	244	1	16	4	0	25	0	0	10	0	0	760	0	0	0	377	0	0	130	10	0	0	0	0	0	7	0	64	34	7	6	0	0	0	2	0	0
OTU_76	0	0	1905	0	0	0	2	0	4	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2240	0	0	1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_243	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	385	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_134	0	0	6	0	0	0	21	0	0	1	0	1506	0	0	0	0	0	1	2	6	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_764	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	56	6	0	0	5	0	0	5	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	6	0	0	0	0	0	0
OTU_55	0	0	0	0	0	0	4036	0	0	2	0	1	18	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	92	0	0	0	0	2	0	0	0	0	5	0	0	92	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0
OTU_93	0	760	362	0	0	0	3	0	414	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	232	0	0	0	0	0	0	11	19	0	0	309	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
OTU_52	0	0	0	0	0	0	4	0	0	257	0	71	0	0	0	0	0	0	253	387	0	1	3044	1	0	18	0	24	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28	0	0	0	759	0	0	1666	67	0	11	0	13	156	422	0	2079	88	1	0	189	47	235	1008	249	34	0	763	0	91	939	0	0	207	0	0	0	272	0	0	114	20	0	0	0	0	0	32	332	124	4	135	151	0	27	29	4	0	0
OTU_108	0	0	0	86	0	0	483	272	0	30	0	2	0	28	0	39	55	5	0	30	8	6	32	387	18	0	1	6	35	579	0	0	542	0	0	0	732	0	1	0	19	0	0	0	19	0	27	18	0	44	12	6	0	0	14	0	0	0
OTU_446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1056	0	18	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_47	0	0	0	0	0	138	333	36	0	141	0	631	3	386	0	12	0	8	0	3	478	2369	0	26	0	13	0	0	0	50	0	0	85	0	0	0	42	0	0	321	64	0	0	0	6	0	3	2	9	0	0	0	0	0	0	1	0	0
OTU_13	0	0	0	0	0	0	0	0	0	4879	0	0	0	0	0	0	0	1	44	7740	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	46	0	0	17	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2448	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2600	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_461	0	0	0	28	0	0	6	12	0	3	0	1	299	1	0	94	5	0	1	27	0	1	99	23	408	0	10	1	9	8	0	0	0	0	7	8	0	0	0	0	3	0	6	3	0	0	0	21	202	1	19	20	0	0	0	0	0	0
OTU_726	0	0	5	5	0	0	8	9	0	11	0	26	0	13	0	0	0	10	2	9	0	6	3	18	0	0	0	6	1	17	0	0	15	0	0	1	5	3	2	0	5	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
OTU_26	0	4064	0	0	0	0	0	0	3144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	2404	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0
OTU_499	0	8	0	0	0	0	50	0	0	5	0	1	0	0	0	0	0	0	21	3	0	66	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_168	0	0	0	4	0	0	257	0	0	144	0	19	0	546	0	87	0	5	0	54	0	221	7	0	0	3	34	0	0	86	0	0	156	0	0	0	71	0	0	0	36	0	0	0	8	0	0	0	0	16	8	0	0	0	0	0	0	0
OTU_230	1	1	1	742	28	9	16	5	1	31	0	27	2	11	0	9	15	2	2	4	0	9	5	24	1	0	12	0	0	32	0	1	4	2	1	0	33	0	1	0	34	0	0	0	24	0	13	0	8	0	1	0	0	0	0	0	0	0
OTU_12	1	0	0	0	0	181	25	0	0	1	0	1	0	236	0	1	0	0	0	0	376	22	0	0	0	1671	0	0	0	12785	0	0	831	0	0	0	1224	0	0	203	2399	0	0	0	1847	0	1703	0	0	2095	0	0	0	681	396	2	0	0
OTU_9	0	0	0	0	0	0	0	0	0	0	0	18167	0	0	0	0	0	5960	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_368	0	0	0	8	0	0	7	0	0	7	0	0	0	0	0	0	58	0	0	10	0	0	0	0	0	0	0	19	22	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	5	0	0	2	0	0	0
OTU_397	0	0	0	0	0	0	13	15	0	79	0	7	0	43	0	0	0	0	0	0	12	14	0	0	0	23	0	0	0	11	0	0	0	0	0	0	10	0	0	57	5	0	0	0	0	0	11	0	0	27	0	0	0	0	0	0	0	0
OTU_87	0	0	3	2	0	46	938	30	0	208	0	47	469	5	0	2	9	15	0	10	27	407	722	83	6	88	0	1	4	7	0	0	4	0	108	3	9	1	2	0	13	0	311	0	0	0	9	1	67	0	3	0	0	0	0	0	0	0
OTU_737	0	0	0	0	0	3	27	0	0	5	0	7	0	0	0	8	0	2	16	0	0	2	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_8	1	1	0	1429	11	169	746	1009	0	1720	1269	1179	808	833	4	221	1088	196	121	48	1748	527	647	1126	0	2833	72	118	881	1446	7	5	1122	1924	27	107	1004	6	8	245	1046	2	88	5	406	4	296	350	89	381	63	61	0	11	29	0	0	0
OTU_82	0	0	0	22	0	0	256	152	0	566	0	42	0	65	0	12	213	11	0	101	0	21	199	304	0	0	3	3	430	229	0	0	28	0	8	13	6	0	0	34	49	0	9	0	40	0	17	8	0	38	15	37	0	0	8	0	0	0
OTU_131	0	0	0	0	0	0	294	0	0	123	0	5	0	60	0	46	0	22	0	4	0	36	0	0	0	0	21	0	0	174	0	0	392	0	0	0	199	0	0	0	0	0	0	0	0	0	57	0	3	10	2	0	0	0	2	1	0	0
OTU_449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_189	0	0	0	545	0	0	222	58	0	11	0	0	750	71	0	332	5	0	0	118	81	67	1226	65	176	6	114	0	28	401	0	0	43	0	27	0	72	0	0	86	0	0	19	0	9	0	10	89	11	24	76	49	0	43	16	0	0	0
OTU_85	0	726	284	0	0	0	1	0	465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	759	155	0	0	0	0	0	1	0	0	0	508	0	11	0	109	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1367	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29	0	0	0	18	0	126	1160	936	0	154	0	98	0	456	0	59	395	3	17	57	231	98	235	993	0	21	13	6	417	2735	0	0	1369	0	4	20	1509	0	0	0	685	0	43	0	273	0	160	24	5	131	6	8	0	0	87	3	0	0
OTU_48	0	0	0	0	0	0	0	14	0	2	0	0	976	0	0	0	13	0	0	45	0	0	2469	14	999	0	0	28	17	3	0	0	0	0	1554	156	0	0	0	30	0	0	397	0	0	0	0	4	114	0	1	4	0	0	0	0	0	0
OTU_17	0	18	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	4215	28	0	1	0	0	0	0	0	0	0	0	13382	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_63	0	1412	0	0	0	0	0	0	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_652	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	2	0	30	0	32	0	0	0	0	0	0	0	0	0	0	0	0
OTU_24	0	7514	0	0	0	0	0	0	4291	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	1	0	0	0	0	0	0	0	3936	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_304	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	318	63	0	0	0	5	0	0	0	0	0	0	5	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2095	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	12254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_432	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	341	75	135	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	2897	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	21	0	0	0	0	0	0	3495	0	0	0	0	0	0	0	0	0	0	0	0
OTU_178	0	0	0	11	0	0	86	283	0	104	0	5	6	13	0	80	68	0	0	248	0	1	184	123	0	0	2	52	68	141	0	0	1	0	0	14	0	0	0	0	23	0	0	0	0	0	5	13	0	2	3	1	0	0	1	0	0	0
OTU_218	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
OTU_45	0	0	0	0	0	0	1565	0	0	29	0	102	0	284	0	17	0	1	0	18	0	5388	0	34	0	0	0	0	0	507	0	0	88	0	0	2	23	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU_1167	0	304	0	0	0	0	0	0	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_295	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_191	0	0	0	16	0	0	1	262	0	8	0	0	0	4	0	94	103	0	0	0	0	0	15	327	0	0	0	1	167	15	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	0	11	18	0	16	18	23	0	0	0	0	0	0
OTU_597	0	0	0	14	0	0	17	0	0	19	0	0	28	0	0	0	6	0	0	44	0	0	180	0	0	0	0	20	7	93	0	0	0	0	69	0	0	0	0	0	5	0	0	0	0	0	8	4	0	0	0	2	0	0	0	0	0	0
OTU_488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	69	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31	0	0	0	0	0	0	20	0	0	86	0	2015	0	0	0	0	0	3136	28	0	0	2618	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_906	0	0	0	0	0	0	11	0	0	1	0	0	0	10	0	1	9	0	0	0	0	14	1	0	0	0	0	0	0	23	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_222	0	0	0	0	0	0	871	0	0	0	0	0	0	0	0	0	0	6	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_378	0	3	114	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	81	0	0	0	0	0	83	42	0	0	7	0	129	0	46	0	0	0	0	0	0	0	0	0	0	0	0
OTU_115	0	0	0	0	0	0	0	0	0	59	0	9	0	0	0	0	0	0	0	80	0	2	1160	0	0	0	0	41	0	0	17	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3303	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_18	0	0	0	0	0	943	8037	0	0	129	0	33	0	443	0	0	0	0	0	0	201	3866	0	0	0	1882	0	0	0	10	0	0	12	0	0	0	0	0	0	20615	3	0	0	0	0	0	0	0	0	15	0	0	0	198	0	1	0	0
OTU_358	0	0	0	0	0	19	191	48	0	12	0	21	55	0	0	0	0	2	0	16	0	8	8	75	0	0	0	17	7	5	0	0	0	0	4	6	0	5	0	0	32	0	247	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_112	0	8	0	0	0	0	33	0	11	358	0	169	0	0	0	0	0	1248	38	13	0	22	30	0	0	0	0	19	0	0	0	0	5	0	0	7	0	27	21	0	0	18	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_411	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	113	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_219	0	0	0	17	0	0	47	208	0	122	0	6	0	0	0	9	105	0	0	18	0	6	38	120	0	0	0	9	118	138	0	0	13	0	6	3	4	0	0	0	17	0	0	0	11	0	19	0	0	0	14	12	0	0	2	0	0	0
OTU_149	0	0	0	33	0	0	16	506	0	28	0	1	0	32	0	255	97	0	0	22	0	2	51	512	0	0	72	2	204	118	0	0	23	0	0	3	6	0	0	0	56	0	0	0	21	0	24	6	0	41	9	20	0	0	0	0	0	0
OTU_2885	0	0	0	0	0	30	63	0	0	845	0	47	0	0	0	0	0	0	0	4	9	12	5	6	13	44	0	0	0	5	0	0	5	0	4	6	0	0	0	14	3	0	0	3	20	0	11	0	0	7	0	0	0	0	0	0	0	0
OTU_57	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	1021	0	0	0	0	3039	0	0	0	0	0	0	0	97	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_145	0	0	0	0	0	0	78	0	0	0	0	107	0	0	0	0	0	7	0	2	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_155	0	27	155	0	0	0	2	0	75	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	23	46	0	0	64	0	465	0	265	0	0	0	0	0	0	0	0	0	0	0	0
OTU_671	0	0	0	0	0	0	30	0	0	17	0	8	0	0	0	0	0	2	0	0	21	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_381	0	0	0	20	0	0	7	99	0	2	0	0	0	0	0	315	75	0	0	5	0	0	66	155	0	0	94	1	164	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	20	0	3	0	18	0	0	0	0	0	0
OTU_181	0	6	0	0	0	0	0	0	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_125	0	0	0	80	0	30	322	145	0	134	0	53	124	118	0	160	2	5	0	6	176	451	69	50	0	0	47	0	7	154	0	1	27	0	11	0	18	0	0	53	22	0	0	0	25	0	9	23	31	70	24	25	0	0	0	0	0	0
