OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_1	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae		
OTU_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Ampelomyces	
OTU_3	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_4	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
OTU_5	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	Ramularia pratensis
OTU_6	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_7	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	
OTU_8	Fungi	Ascomycota	Dothideomycetes				
OTU_9	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Xenodactylariaceae	Xenodactylaria	
OTU_10	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
OTU_11	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_12	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	
OTU_13	Fungi	Ascomycota					
OTU_14	Fungi	Ascomycota	Sordariomycetes	Diaporthales			
OTU_15	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_16	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_17	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_18	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae		
OTU_19	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma podzolica
OTU_20	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Plagiostoma	
OTU_21	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	
OTU_22	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_23	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
OTU_24	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis luteoalba
OTU_25	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Lareunionomyces	
OTU_26	Fungi	Ascomycota	Archaeorhizomycetes				
OTU_27	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces sp 
OTU_28	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
OTU_29	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium sp 
OTU_30	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia byssoides
OTU_31	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Chaetospermum	Chaetospermum camelliae
OTU_32	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_33	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylaria	Dactylaria acaciae
OTU_34	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Rhytisma	Rhytisma sp 
OTU_35	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Sawadaea	
OTU_36	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	
OTU_37	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta
OTU_38	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	Lyophyllum decastes
OTU_39	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	
OTU_40	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Codinaea	Codinaea lambertiae
OTU_41	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_42	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber lyonii
OTU_43	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	Gibellulopsis sp 
OTU_44	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae_sedis	Pseudorobillarda	Pseudorobillarda sojae
OTU_45	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae		
OTU_46	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina letifera
OTU_47	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Calloria	Calloria sp 
OTU_48	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta minima
OTU_49	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_50	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_51	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_52	Fungi	Ascomycota					
OTU_53	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_54	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella minutissima
OTU_55	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
OTU_56	Fungi	Basidiomycota	Exobasidiomycetes	Golubeviales	Golubeviaceae	Golubevia	Golubevia pallescens
OTU_57	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Pseudohyphozyma	Pseudohyphozyma bogoriensis
OTU_58	Fungi						
OTU_59	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Incertae_sedis	Candida	Candida tropicalis
OTU_60	Fungi	Ascomycota					
OTU_61	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa
OTU_62	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Dothiora	Dothiora sorbi
OTU_63	Fungi	Ascomycota	Xylonomycetes	GS34			
OTU_64	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria verkleyi
OTU_65	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
OTU_66	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	
OTU_67	Fungi	Ascomycota	Sordariomycetes				
OTU_68	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	
OTU_69	Fungi	Basidiomycota	Exobasidiomycetes	Golubeviales	Golubeviaceae	Golubevia	Golubevia pallescens
OTU_70	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Porotheleaceae	Porotheleum	Porotheleum fimbriatum
OTU_71	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces borealis
OTU_72	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Scleroramularia	Scleroramularia asiminae
OTU_73	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia sp 
OTU_74	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber mexiusanum
OTU_75	Fungi						
OTU_76	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula sp 
OTU_77	Fungi	Ascomycota					
OTU_78	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Sympodiella	Sympodiella acicola
OTU_79	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae_sedis	Hansfordia	Hansfordia pulvinata
OTU_80	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	
OTU_81	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae		
OTU_82	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
OTU_83	Fungi	Ascomycota	Sordariomycetes	Xylariales	Amphisphaeriaceae	Seimatosporium	
OTU_84	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	
OTU_85	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terricola
OTU_86	Fungi	Ascomycota	Sordariomycetes				
OTU_87	Fungi	Ascomycota					
OTU_88	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	
OTU_89	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	
OTU_90	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
OTU_91	Fungi						
OTU_92	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_93	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma hamatum
OTU_94	Fungi	Basidiomycota	Agaricomycetes	Cantharellales			
OTU_95	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_96	Fungi	Ascomycota	Sordariomycetes	Phyllachorales	Phyllachoraceae	Phyllachora	Phyllachora maydis
OTU_97	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria sp 
OTU_98	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_99	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	
OTU_100	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	
OTU_101	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp 
OTU_102	Fungi						
OTU_103	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila
OTU_104	Fungi	Ascomycota					
OTU_105	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sphaerulina	
OTU_106	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae		
OTU_107	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
OTU_108	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae		
OTU_109	Fungi						
OTU_110	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae		
OTU_111	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Cylindrosympodium	Cylindrosympodium lauri
OTU_112	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
OTU_113	Fungi	Ascomycota					
OTU_114	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma carnescens
OTU_115	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_116	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Angustimassarina	Angustimassarina acerina
OTU_117	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_118	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_119	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe lanatodisca
OTU_120	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	Apodus deciduus
OTU_121	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Chalara	Chalara sp 
OTU_122	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	
OTU_123	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_124	Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Alatospora	Alatospora sp 
OTU_125	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria sp 
OTU_126	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	
OTU_127	Fungi	Ascomycota	Sordariomycetes	Diaporthales			
OTU_128	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	
OTU_129	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_130	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium miyabei
OTU_131	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala pisciphila
OTU_132	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Incertae_sedis	Atractospora	Atractospora decumbens
OTU_133	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium camelliae
OTU_134	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum fuscum
OTU_135	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae		
OTU_136	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_137	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Ophioceras	Ophioceras leptosporum
OTU_138	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium capitatum
OTU_139	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Trichoglossum	Trichoglossum walteri
OTU_140	Fungi						
OTU_141	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_142	Fungi	Ascomycota	Sordariomycetes	Xylariales	Incertae_sedis	Hansfordia	Hansfordia pulvinata
OTU_143	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella pseudozygospora
OTU_144	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_145	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae		
OTU_146	Fungi						
OTU_147	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium sp 
OTU_148	Fungi	Basidiomycota	Agaricomycetes				
OTU_149	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae		
OTU_150	Fungi						
OTU_151	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma rosigena
OTU_152	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium opacum
OTU_153	Fungi						
OTU_154	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum anthrisci
OTU_155	Fungi	Ascomycota					
OTU_156	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa
OTU_157	Fungi	Ascomycota					
OTU_158	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster sp 
OTU_159	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_160	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales			
OTU_161	Fungi	Olpidiomycota	Gs18	Gs18			
OTU_162	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma sp 
OTU_163	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	
OTU_164	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza ostracoderma
OTU_165	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia athyri
OTU_166	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_167	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium	
OTU_168	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
OTU_169	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	
OTU_170	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_171	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps sinensis
OTU_172	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola nigrescens
OTU_173	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella coprosmae
OTU_174	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
OTU_175	Fungi						
OTU_176	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
OTU_177	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_178	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	
OTU_179	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Incertae_sedis	Cryptocoryneum	
OTU_180	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_181	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces sp 
OTU_182	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_183	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	
OTU_184	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_185	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe lanatodisca
OTU_186	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Incertae_sedis	Tilletiopsis	Tilletiopsis washingtonensis
OTU_187	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_188	Fungi						
OTU_189	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	Ramularia nyssicola
OTU_190	Fungi	Ascomycota	Sordariomycetes	Sordariales			
OTU_191	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina vestergrenii
OTU_192	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Ceratocladium	Ceratocladium polysetosum
OTU_193	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocladium	Cylindrocladium peruvianum
OTU_194	Fungi	Ascomycota					
OTU_195	Fungi	Ascomycota	Leotiomycetes	Helotiales	Incertae_sedis	Chalara	Chalara aurea
OTU_196	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae		
OTU_197	Fungi	Ascomycota	Leotiomycetes				
OTU_198	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Acremonium	Acremonium sp 
OTU_199	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_200	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Circinotrichum	Circinotrichum maculiforme
OTU_201	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_202	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	
OTU_203	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	
OTU_204	Fungi	Ascomycota	Sordariomycetes	Xylariales			
OTU_205	Fungi	Basidiomycota	Agaricomycetes	Cantharellales			
OTU_206	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina sp 
OTU_207	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	
OTU_208	Fungi						
OTU_209	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Cenococcum	
OTU_210	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe sp 
OTU_211	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_212	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii
OTU_213	Fungi						
OTU_214	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber walkeri
OTU_215	Fungi	Ascomycota					
OTU_216	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza michelii
OTU_217	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	
OTU_218	Fungi	Ascomycota					
OTU_219	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	
OTU_220	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora rubella
OTU_221	Fungi						
OTU_222	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Scleropezicula	Scleropezicula sp 
OTU_223	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	
OTU_224	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae		
OTU_225	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Membranomyces	Membranomyces sp 
OTU_226	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
OTU_227	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	
OTU_228	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae		
OTU_229	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae		
OTU_230	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Coniothyriaceae	Coniothyrium	Coniothyrium sp 
OTU_231	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	
OTU_232	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae		
OTU_233	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae		
OTU_234	Fungi						
OTU_235	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Incertae_sedis	Fusariella	Fusariella sp 
OTU_236	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	
OTU_237	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylaria	Dactylaria sp 
OTU_238	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Xenosonderhenia	Xenosonderhenia syzygii
OTU_239	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	
OTU_240	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	Cytospora diatrypelloidea
OTU_241	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp 
OTU_242	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_243	Fungi	Ascomycota	Sordariomycetes				
OTU_244	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Ampelomyces	
OTU_245	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Incertae_sedis	Strelitziana	Strelitziana albiziae
OTU_246	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	
OTU_247	Fungi	Rozellomycota	Incertae_sedis	Branch02			
OTU_248	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus androsaceus
OTU_249	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Cladonia	
OTU_250	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
OTU_251	Fungi	Ascomycota					
OTU_252	Fungi	Rozellomycota	Incertae_sedis				
OTU_253	Fungi	Basidiomycota	Microbotryomycetes	Incertae_sedis	Chrysozymaceae	Pseudohyphozyma	Pseudohyphozyma bogoriensis
OTU_254	Fungi	Ascomycota	Leotiomycetes	Helotiales			
OTU_255	Fungi	Ascomycota					
OTU_256	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	
OTU_257	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
OTU_258	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus repandus
OTU_259	Fungi	Basidiomycota	Microbotryomycetes				
OTU_260	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Genea	Genea balsleyi
OTU_261	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	
OTU_262	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae		
OTU_263	Fungi	Ascomycota					
OTU_264	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Bulleribasidium	
OTU_265	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_266	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae		
OTU_267	Fungi						
OTU_268	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	
OTU_269	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis leptospora
OTU_270	Fungi	Ascomycota					
OTU_271	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae		
OTU_272	Fungi						
OTU_273	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Coccomyces	
OTU_274	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina sp 
OTU_275	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	
OTU_276	Fungi	Basidiomycota	Agaricomycetes				
OTU_277	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii
OTU_278	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	Archaeorhizomyces sp 
OTU_279	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae		
OTU_280	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
OTU_281	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
OTU_282	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striatibotrys	Striatibotrys eucylindrospora
OTU_283	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	
OTU_284	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	
OTU_285	Fungi	Ascomycota	Incertae_sedis	Incertae_sedis	Incertae_sedis	Chaetopsis	Chaetopsis sp 
OTU_286	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
OTU_287	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Microcyclosporella	Microcyclosporella mali
OTU_288	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala fortinii
OTU_289	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
OTU_290	Fungi						
OTU_291	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
OTU_292	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
